initiative_key,initiative_name,start_date,end_date,coverage_percentage
9086,Initiative 9086,2020-01-30,2026-08-20,52.443440032737534
9087,Initiative 9087,2024-11-01,2028-04-24,85.17447829281198
9088,Initiative 9088,2023-05-11,2026-01-03,77.62540801233564
9089,Initiative 9089,2021-09-21,2025-12-11,71.71224609953293
9090,Initiative 9090,2020-11-05,2025-04-19,60.077599535392054
9091,Initiative 9091,2018-04-20,2028-06-27,81.21716074097246
9092,Initiative 9092,2019-08-09,2025-12-05,63.75987231970494
9093,Initiative 9093,2022-10-28,2029-09-28,71.45871493129647
9094,Initiative 9094,2019-06-15,2026-12-08,52.824257354437584
9095,Initiative 9095,2018-05-03,2027-08-14,88.83732535842131
9096,Initiative 9096,2023-10-21,2025-11-14,54.50185412090751
9097,Initiative 9097,2016-12-21,2025-03-26,94.54198038999397
9098,Initiative 9098,2021-09-05,2028-07-21,93.37873095239466
9099,Initiative 9099,2019-03-09,2029-11-14,98.5544962408781
9100,Initiative 9100,2019-03-21,2026-08-20,95.42206214024719
9101,Initiative 9101,2020-01-30,2029-02-23,98.57038271081683
9102,Initiative 9102,2021-10-03,2028-06-27,94.36381220873551
9103,Initiative 9103,2015-07-31,2027-07-17,55.62543025212367
9104,Initiative 9104,2023-10-21,2028-01-26,71.88409315715028
9105,Initiative 9105,2023-05-29,2029-08-27,53.807818090561724
9106,Initiative 9106,2019-03-09,2029-11-20,77.26491033396684
9107,Initiative 9107,2022-10-28,2025-10-22,76.4878380739593
9108,Initiative 9108,2015-06-01,2027-03-02,96.10891800581464
9109,Initiative 9109,2016-06-01,2026-05-17,98.48473725574917
9110,Initiative 9110,2015-06-26,2027-08-14,62.98220234125709
9111,Initiative 9111,2019-03-09,2029-11-14,79.11564248810451
9112,Initiative 9112,2019-08-21,2027-07-17,73.22208948264745
9113,Initiative 9113,2018-04-20,2028-08-12,77.33675873704763
9114,Initiative 9114,2022-10-13,2027-01-07,76.5864047544492
9115,Initiative 9115,2015-06-11,2029-03-01,95.70622046013169
9116,Initiative 9116,2019-03-17,2028-06-20,94.80628876261514
9117,Initiative 9117,2015-06-03,2027-01-16,56.136834096861584
9118,Initiative 9118,2019-10-01,2025-11-14,67.25550892084307
9119,Initiative 9119,2016-02-02,2026-03-05,87.63875367963945
9120,Initiative 9120,2015-06-11,2026-12-22,84.19935529150315
9121,Initiative 9121,2024-07-20,2027-06-19,81.5596277804762
9122,Initiative 9122,2018-10-25,2028-05-17,99.69052161482486
9123,Initiative 9123,2020-05-20,2029-03-01,66.8467528649141
9124,Initiative 9124,2019-06-15,2025-12-11,75.7624352890963
9125,Initiative 9125,2020-01-30,2027-08-13,98.95751866256373
9126,Initiative 9126,2024-09-21,2028-05-05,84.77761393061232
9127,Initiative 9127,2020-01-30,2026-01-29,82.43401360937543
9128,Initiative 9128,2015-07-01,2028-07-21,57.73736200254994
9129,Initiative 9129,2017-04-19,2028-07-20,62.332845172269636
9130,Initiative 9130,2023-02-14,2029-08-02,68.87365946933508
9131,Initiative 9131,2022-10-25,2027-03-26,73.24235501816523
9132,Initiative 9132,2016-06-01,2029-05-16,74.86051198525787
9133,Initiative 9133,2023-05-29,2026-01-29,95.10685907148229
9134,Initiative 9134,2016-02-02,2026-01-03,55.36059928544729
9135,Initiative 9135,2022-10-28,2027-11-05,62.417628502533134
9136,Initiative 9136,2023-05-26,2025-09-21,57.18169017742209
9137,Initiative 9137,2018-06-21,2027-05-26,86.76553628765555
9138,Initiative 9138,2021-10-03,2029-02-17,98.52899005545638
9139,Initiative 9139,2016-04-11,2029-10-03,94.69804016938554
9140,Initiative 9140,2020-01-30,2027-11-05,86.16503844027727
9141,Initiative 9141,2024-07-20,2025-10-22,51.076140208423624
9142,Initiative 9142,2016-04-01,2027-08-13,67.35154349987243
9143,Initiative 9143,2018-09-03,2026-12-22,93.1809025001373
9144,Initiative 9144,2022-03-11,2028-07-21,82.65351269804682
9145,Initiative 9145,2016-02-02,2028-02-25,60.480066062494735
9146,Initiative 9146,2018-01-28,2027-06-19,73.32435673342951
9147,Initiative 9147,2015-06-20,2026-03-17,54.39590658225288
9148,Initiative 9148,2015-06-11,2029-03-01,76.04007682862942
9149,Initiative 9149,2016-04-10,2027-01-07,95.05142238425816
9150,Initiative 9150,2020-11-02,2026-10-19,51.93594231684834
9151,Initiative 9151,2017-07-31,2029-10-03,80.69457625396475
9152,Initiative 9152,2024-07-20,2026-01-03,61.65513489994393
9153,Initiative 9153,2015-05-12,2028-08-12,99.51925360894279
9154,Initiative 9154,2019-03-09,2029-05-21,53.255086035176745
9155,Initiative 9155,2022-10-28,2027-04-19,80.8645691541945
9156,Initiative 9156,2019-01-15,2027-03-26,62.81853438795707
9157,Initiative 9157,2019-03-09,2026-12-08,94.12315312739665
9158,Initiative 9158,2023-05-12,2028-08-20,56.09648996695325
9159,Initiative 9159,2018-05-03,2028-01-26,71.46263064020465
9160,Initiative 9160,2023-10-21,2027-09-26,59.268077248136834
9161,Initiative 9161,2018-10-25,2029-11-14,89.97218611933411
9162,Initiative 9162,2021-08-14,2029-11-14,67.57217831607053
9163,Initiative 9163,2019-03-21,2025-01-05,59.335659922809654
9164,Initiative 9164,2016-12-05,2027-08-13,86.29505340383156
9165,Initiative 9165,2022-03-11,2026-08-20,90.86086589156483
9166,Initiative 9166,2021-03-24,2025-12-05,73.11977436848213
9167,Initiative 9167,2019-06-15,2029-09-01,68.94247011294776
9168,Initiative 9168,2020-01-17,2029-03-01,81.60720961885448
9169,Initiative 9169,2018-06-21,2027-03-09,82.56982944695868
9170,Initiative 9170,2019-10-01,2028-07-21,83.03726978181105
9171,Initiative 9171,2021-10-03,2029-11-11,63.787882098463726
9172,Initiative 9172,2023-02-14,2028-07-20,97.06512363077371
9173,Initiative 9173,2022-09-09,2029-11-20,60.67221238718676
9174,Initiative 9174,2016-10-22,2029-11-11,68.70791379440985
9175,Initiative 9175,2021-06-02,2029-02-23,64.1846971167846
9176,Initiative 9176,2019-03-21,2028-04-24,96.55617540845985
9177,Initiative 9177,2016-02-02,2027-09-26,91.41850712391518
9178,Initiative 9178,2020-11-13,2027-03-02,90.56359686429326
9179,Initiative 9179,2016-11-16,2029-05-22,50.23550409375599
9180,Initiative 9180,2018-10-25,2028-04-24,84.29502501041604
9181,Initiative 9181,2016-02-24,2025-12-05,61.51368475643447
9182,Initiative 9182,2022-06-12,2029-11-11,98.38721285966497
9183,Initiative 9183,2020-11-13,2027-03-26,76.53757040177325
9184,Initiative 9184,2015-06-11,2029-02-23,78.23515006999725
9185,Initiative 9185,2022-10-28,2026-12-08,67.82414124116502
9186,Initiative 9186,2015-06-26,2028-06-27,76.83653111512056
9187,Initiative 9187,2016-06-01,2026-08-11,87.48685938120721
9188,Initiative 9188,2019-06-15,2029-11-11,78.09600770471609
9189,Initiative 9189,2017-04-19,2029-09-01,82.0631444945845
9190,Initiative 9190,2016-04-01,2029-03-01,73.62340389774452
9191,Initiative 9191,2015-02-14,2029-11-20,85.81998553614149
9192,Initiative 9192,2018-09-03,2029-07-08,94.97795085441882
9193,Initiative 9193,2016-10-22,2029-07-31,52.55255999554826
9194,Initiative 9194,2019-08-21,2027-07-17,55.364826534083804
9195,Initiative 9195,2018-09-03,2029-06-12,84.28045572517107
9196,Initiative 9196,2015-11-26,2029-03-09,68.88522076352987
9197,Initiative 9197,2022-03-11,2028-11-10,64.08092189967962
9198,Initiative 9198,2016-04-11,2026-06-05,58.92966417311781
9199,Initiative 9199,2020-05-03,2029-11-20,78.63181383856416
9200,Initiative 9200,2020-05-03,2025-11-14,67.37661977953067
9201,Initiative 9201,2022-10-13,2029-11-11,75.39804130556924
9202,Initiative 9202,2022-10-13,2029-05-21,97.92806141069073
9203,Initiative 9203,2023-04-16,2029-09-28,87.91338228329076
9204,Initiative 9204,2023-03-18,2029-09-01,89.79754346366789
9205,Initiative 9205,2020-01-17,2029-08-27,56.20989515315124
9206,Initiative 9206,2021-01-23,2026-08-20,66.24901593984458
9207,Initiative 9207,2019-08-09,2027-08-14,55.31177360114345
9208,Initiative 9208,2018-05-03,2028-07-20,98.4260465077032
9209,Initiative 9209,2017-07-31,2029-07-08,84.10938075666007
9210,Initiative 9210,2024-09-21,2026-12-21,50.9616918752129
9211,Initiative 9211,2015-06-20,2026-10-19,73.77524109105678
9212,Initiative 9212,2015-12-24,2027-01-16,63.17628182754144
9213,Initiative 9213,2021-09-05,2025-04-15,76.99794256335365
9214,Initiative 9214,2019-08-21,2026-08-20,58.932884323593186
9215,Initiative 9215,2018-09-03,2027-11-28,52.84277453158288
9216,Initiative 9216,2016-10-22,2028-08-12,66.1588766139158
9217,Initiative 9217,2015-06-11,2029-06-07,64.77535553523612
9218,Initiative 9218,2015-06-01,2028-01-01,85.84817923656865
9219,Initiative 9219,2020-05-03,2028-09-14,73.72744295547676
9220,Initiative 9220,2021-03-24,2025-03-26,64.56639016667918
9221,Initiative 9221,2022-04-14,2026-10-21,78.52152592142303
9222,Initiative 9222,2021-09-05,2029-05-02,53.56586941156204
9223,Initiative 9223,2024-04-16,2027-04-19,83.1176305876875
9224,Initiative 9224,2021-08-14,2025-04-01,57.36446833832386
9225,Initiative 9225,2019-03-17,2028-01-26,63.98496846604455
9226,Initiative 9226,2023-10-21,2028-06-20,64.10614435858601
9227,Initiative 9227,2018-03-02,2029-08-18,73.29259599216536
9228,Initiative 9228,2020-11-02,2029-06-12,97.65786832149743
9229,Initiative 9229,2016-07-16,2026-01-29,66.23296252177143
9230,Initiative 9230,2016-04-01,2027-06-19,64.06609342354699
9231,Initiative 9231,2018-01-28,2027-07-17,58.440099264830195
9232,Initiative 9232,2016-12-05,2029-02-23,69.59844500430853
9233,Initiative 9233,2016-07-19,2029-08-27,59.102055593628535
9234,Initiative 9234,2022-02-17,2027-09-26,56.88846681578153
9235,Initiative 9235,2015-06-11,2026-03-07,92.86793029073928
9236,Initiative 9236,2019-01-15,2026-01-03,52.631936726151764
9237,Initiative 9237,2018-09-06,2029-06-30,85.54125597299927
9238,Initiative 9238,2017-07-31,2027-11-05,60.128545051003556
9239,Initiative 9239,2016-07-19,2028-06-20,50.5857511643981
9240,Initiative 9240,2023-07-17,2027-08-30,89.75724793984799
9241,Initiative 9241,2016-02-02,2025-03-05,85.11427596117618
9242,Initiative 9242,2024-04-16,2025-01-05,66.71494531871704
9243,Initiative 9243,2023-05-12,2026-12-22,53.966626694523676
9244,Initiative 9244,2020-11-02,2027-08-14,68.03357818488934
9245,Initiative 9245,2022-03-11,2029-05-04,59.06637901509143
9246,Initiative 9246,2018-08-25,2025-03-05,96.6251776685778
9247,Initiative 9247,2024-11-01,2027-08-30,76.48115511273974
9248,Initiative 9248,2018-06-22,2026-03-07,98.19218188634622
9249,Initiative 9249,2023-05-26,2027-01-07,67.56570609502137
9250,Initiative 9250,2023-01-17,2026-12-22,77.82314093371993
9251,Initiative 9251,2016-10-22,2026-10-09,59.50617150476097
9252,Initiative 9252,2016-04-10,2027-04-19,90.42145470187644
9253,Initiative 9253,2023-07-17,2029-05-22,52.05501561847099
9254,Initiative 9254,2022-09-09,2027-01-07,84.78077114680639
9255,Initiative 9255,2015-03-15,2029-11-14,69.58300461794536
9256,Initiative 9256,2017-07-22,2026-11-29,78.92078870125385
9257,Initiative 9257,2024-07-20,2027-04-22,79.61295674582848
9258,Initiative 9258,2015-11-26,2029-06-12,85.53975570671585
9259,Initiative 9259,2022-10-28,2025-11-07,60.21311016156298
9260,Initiative 9260,2018-06-22,2027-05-26,76.56929606078157
9261,Initiative 9261,2023-05-26,2029-08-27,71.34629681966979
9262,Initiative 9262,2020-05-03,2029-11-20,64.1090554430182
9263,Initiative 9263,2015-06-03,2027-11-05,74.78639113822632
9264,Initiative 9264,2021-05-22,2028-01-01,97.60075226255425
9265,Initiative 9265,2018-05-03,2029-05-16,97.44424735895112
9266,Initiative 9266,2018-06-21,2027-10-21,63.94086599808712
9267,Initiative 9267,2018-03-02,2029-09-28,94.21035824510034
9268,Initiative 9268,2019-06-15,2026-10-09,93.8377404693567
9269,Initiative 9269,2018-09-03,2025-12-05,62.47923238006378
9270,Initiative 9270,2018-01-28,2025-04-01,79.94753732115255
9271,Initiative 9271,2021-09-05,2025-04-15,93.49678796392125
9272,Initiative 9272,2024-04-16,2029-06-30,75.74974009759016
9273,Initiative 9273,2023-01-17,2027-02-22,68.48847334505035
9274,Initiative 9274,2015-06-01,2027-08-30,82.5392715121603
9275,Initiative 9275,2016-02-24,2027-05-26,58.62125317215852
9276,Initiative 9276,2016-07-16,2029-05-04,58.08656908149618
9277,Initiative 9277,2018-06-21,2029-09-28,91.63230658871186
9278,Initiative 9278,2023-11-13,2028-08-20,52.09374579690629
9279,Initiative 9279,2023-10-21,2029-03-09,90.18149896128747
9280,Initiative 9280,2018-08-25,2027-04-19,64.52470790464658
9281,Initiative 9281,2016-12-05,2027-09-26,74.15612454760162
9282,Initiative 9282,2017-04-19,2029-06-12,77.17575275239645
9283,Initiative 9283,2016-12-21,2025-04-19,88.35346367303401
9284,Initiative 9284,2020-11-13,2027-01-07,94.19289932716799
9285,Initiative 9285,2016-02-24,2029-05-04,90.21120626982326
9286,Initiative 9286,2015-10-18,2028-07-20,78.61718876402287
9287,Initiative 9287,2018-09-03,2025-01-05,67.40068351746831
9288,Initiative 9288,2018-09-03,2029-03-09,76.3278912479327
9289,Initiative 9289,2024-06-27,2025-09-21,51.501084231373596
9290,Initiative 9290,2019-02-23,2026-01-29,62.24900576198678
9291,Initiative 9291,2019-01-15,2026-03-17,68.30776829437896
9292,Initiative 9292,2021-01-23,2029-05-16,65.98772620757521
9293,Initiative 9293,2023-06-08,2026-07-23,54.75734703655784
9294,Initiative 9294,2015-02-14,2029-11-20,52.537704070702226
9295,Initiative 9295,2022-03-11,2029-11-14,71.03573897870764
9296,Initiative 9296,2019-06-15,2029-08-27,53.73998766491116
9297,Initiative 9297,2015-02-14,2026-08-11,64.3104029270767
9298,Initiative 9298,2022-10-13,2029-11-20,73.74128293766465
9299,Initiative 9299,2017-04-19,2029-11-11,60.49806356790906
9300,Initiative 9300,2016-10-22,2027-11-28,53.976746317278696
9301,Initiative 9301,2016-04-11,2029-09-01,71.60666353228964
9302,Initiative 9302,2020-06-06,2026-07-23,72.42382492459849
9303,Initiative 9303,2020-05-03,2029-09-28,95.78071481643602
9304,Initiative 9304,2021-10-03,2026-09-22,56.391882128823354
9305,Initiative 9305,2019-04-30,2029-05-21,80.74976888388142
9306,Initiative 9306,2015-12-24,2029-05-21,65.98512831826855
9307,Initiative 9307,2019-10-01,2026-01-29,56.17989151984607
9308,Initiative 9308,2018-03-02,2028-06-27,69.65735533876264
9309,Initiative 9309,2024-09-21,2028-02-25,71.39687926821077
9310,Initiative 9310,2024-09-21,2028-01-08,68.17822571453814
9311,Initiative 9311,2016-12-21,2026-01-29,88.28663704676643
9312,Initiative 9312,2022-10-13,2029-06-07,91.9603234976968
9313,Initiative 9313,2023-01-17,2028-09-25,57.436588088160875
9314,Initiative 9314,2023-04-16,2029-08-27,58.39525358148168
9315,Initiative 9315,2015-06-26,2028-06-05,71.06087990716638
9316,Initiative 9316,2015-06-11,2027-02-22,66.00944805507692
9317,Initiative 9317,2022-09-09,2029-05-16,90.97868026961687
9318,Initiative 9318,2018-03-02,2027-10-27,99.84056015574964
9319,Initiative 9319,2018-01-28,2029-11-14,59.05551857172311
9320,Initiative 9320,2015-07-31,2028-12-14,88.12720754199015
9321,Initiative 9321,2015-12-16,2025-01-06,80.36234081083182
9322,Initiative 9322,2018-10-25,2025-11-07,82.22120333175073
9323,Initiative 9323,2019-11-30,2029-05-02,63.22207345019433
9324,Initiative 9324,2019-08-09,2028-08-12,54.859811106956094
9325,Initiative 9325,2020-05-03,2026-12-22,77.16280529506629
9326,Initiative 9326,2021-08-14,2028-06-05,80.6752924451921
9327,Initiative 9327,2020-05-20,2027-10-21,98.15244699412351
9328,Initiative 9328,2023-04-16,2026-08-11,83.76155320444384
9329,Initiative 9329,2020-01-17,2025-04-01,72.18421500857607
9330,Initiative 9330,2020-06-06,2027-05-26,99.70005643944917
9331,Initiative 9331,2015-05-11,2027-03-02,68.66194874387514
9332,Initiative 9332,2023-05-12,2028-01-26,58.12792509326697
9333,Initiative 9333,2018-06-22,2025-04-19,80.8990026392329
9334,Initiative 9334,2023-07-17,2028-05-15,63.31253167109453
9335,Initiative 9335,2016-04-01,2026-05-28,96.11024184503293
9336,Initiative 9336,2023-05-12,2027-03-09,71.39341822360997
9337,Initiative 9337,2018-08-25,2026-01-03,57.48081749403678
9338,Initiative 9338,2016-07-19,2028-11-10,57.0815285082574
9339,Initiative 9339,2017-07-22,2025-11-14,82.48197030050352
9340,Initiative 9340,2019-03-17,2029-07-31,68.2948653989292
9341,Initiative 9341,2021-10-26,2027-08-13,68.18622735255317
9342,Initiative 9342,2015-06-11,2026-10-09,80.61619776426687
9343,Initiative 9343,2023-11-13,2025-04-15,61.0755938231045
9344,Initiative 9344,2016-12-21,2029-03-09,57.271412914743856
9345,Initiative 9345,2024-09-21,2027-08-13,82.86312553641034
9346,Initiative 9346,2021-05-22,2028-01-08,50.2618518315119
9347,Initiative 9347,2021-09-05,2028-06-20,95.36824908762142
9348,Initiative 9348,2015-05-12,2026-12-21,59.14854603969923
9349,Initiative 9349,2022-06-12,2028-11-10,72.39280300779697
9350,Initiative 9350,2018-07-11,2025-09-21,60.57392675717679
9351,Initiative 9351,2018-01-28,2025-02-11,60.9109834364883
9352,Initiative 9352,2023-10-21,2029-07-31,91.75006835067526
9353,Initiative 9353,2017-07-22,2027-01-16,79.25167565911357
9354,Initiative 9354,2015-02-14,2028-01-01,65.57251719813321
9355,Initiative 9355,2023-01-17,2028-12-14,62.5549364971867
9356,Initiative 9356,2015-11-20,2029-08-18,60.64312199422903
9357,Initiative 9357,2023-05-11,2027-07-17,77.7224176509979
9358,Initiative 9358,2020-01-17,2028-09-25,86.53947063584789
9359,Initiative 9359,2020-11-13,2026-03-17,62.67636911767002
9360,Initiative 9360,2021-09-23,2028-07-21,66.61502974112128
9361,Initiative 9361,2015-06-20,2028-09-14,86.01827980183879
9362,Initiative 9362,2022-03-11,2029-08-27,86.86390083310403
9363,Initiative 9363,2019-03-21,2028-12-14,60.36615758908342
9364,Initiative 9364,2021-09-21,2026-05-28,69.11011650236611
9365,Initiative 9365,2019-04-30,2029-02-23,93.49788625321678
9366,Initiative 9366,2019-03-09,2025-01-06,87.00961233298715
9367,Initiative 9367,2020-05-03,2027-08-13,58.12476620140457
9368,Initiative 9368,2021-05-22,2026-03-07,69.29814640138673
9369,Initiative 9369,2022-10-25,2026-08-20,98.66468909577893
9370,Initiative 9370,2016-04-01,2026-10-19,76.26888020934038
9371,Initiative 9371,2022-10-13,2026-05-17,85.96730793430824
9372,Initiative 9372,2016-04-10,2029-02-23,54.60175090205128
9373,Initiative 9373,2018-04-20,2026-01-03,91.62549810334284
9374,Initiative 9374,2020-05-20,2027-01-07,80.23924610110183
9375,Initiative 9375,2022-09-09,2028-01-01,58.78002160608683
9376,Initiative 9376,2015-12-24,2025-10-22,69.01058855218191
9377,Initiative 9377,2017-09-03,2028-07-20,54.15137976378588
9378,Initiative 9378,2019-03-17,2027-01-07,88.85052640768924
9379,Initiative 9379,2015-06-03,2028-07-21,87.24394999886391
9380,Initiative 9380,2015-03-01,2025-03-05,74.51155101005732
9381,Initiative 9381,2021-09-23,2029-08-18,72.60081976542553
9382,Initiative 9382,2023-01-17,2027-08-14,73.17123096954423
9383,Initiative 9383,2015-11-26,2027-11-05,51.87333893376716
9384,Initiative 9384,2023-03-18,2028-05-15,68.41224835425159
9385,Initiative 9385,2022-10-13,2026-06-05,56.425199068624714
9386,Initiative 9386,2023-10-21,2025-03-26,59.23961811017256
9387,Initiative 9387,2023-01-17,2025-10-22,98.10583543426411
9388,Initiative 9388,2018-06-21,2025-03-26,63.0892604767256
9389,Initiative 9389,2015-06-01,2026-03-05,74.18124872373562
9390,Initiative 9390,2016-04-01,2029-08-02,94.3896239597479
9391,Initiative 9391,2015-12-31,2029-01-19,70.67456919675367
9392,Initiative 9392,2016-02-02,2026-05-28,76.43090698095843
9393,Initiative 9393,2023-05-26,2029-08-02,58.43938638320901
9394,Initiative 9394,2019-06-15,2029-05-21,64.25396962525721
9395,Initiative 9395,2018-09-06,2025-04-15,75.30570799422443
9396,Initiative 9396,2020-05-20,2028-06-20,68.24507430130313
9397,Initiative 9397,2018-08-25,2029-11-20,51.912785032603786
9398,Initiative 9398,2016-02-02,2029-02-17,70.04145166902174
9399,Initiative 9399,2015-11-20,2026-03-05,90.755288200096
9400,Initiative 9400,2024-04-16,2029-11-11,55.802972149321775
9401,Initiative 9401,2019-10-01,2029-07-31,50.93656971890487
9402,Initiative 9402,2024-06-27,2028-09-25,55.935137837755136
9403,Initiative 9403,2016-10-22,2028-06-20,84.34350973241334
9404,Initiative 9404,2015-07-01,2029-08-02,89.7322319389244
9405,Initiative 9405,2021-09-05,2029-07-08,52.43632777978028
9406,Initiative 9406,2018-08-25,2029-07-31,94.37754517679869
9407,Initiative 9407,2024-11-01,2028-09-14,81.36626807907717
9408,Initiative 9408,2019-03-09,2026-11-29,75.90656742288228
9409,Initiative 9409,2017-09-03,2029-06-12,62.67959440068485
9410,Initiative 9410,2020-05-03,2025-09-21,68.58501573678251
9411,Initiative 9411,2018-09-03,2026-07-23,97.3486636339774
9412,Initiative 9412,2021-08-14,2026-08-20,95.57732168231101
9413,Initiative 9413,2016-04-10,2029-05-22,81.27322767508906
9414,Initiative 9414,2022-03-11,2029-07-31,78.94556088339243
9415,Initiative 9415,2015-03-15,2028-12-14,60.52723320785235
9416,Initiative 9416,2022-10-13,2029-05-04,97.66392689258258
9417,Initiative 9417,2015-10-18,2026-10-21,87.76958565545229
9418,Initiative 9418,2016-11-16,2027-09-26,69.11298489676818
9419,Initiative 9419,2021-10-03,2027-08-30,90.7915758523356
9420,Initiative 9420,2020-05-03,2028-08-20,60.59373311334309
9421,Initiative 9421,2024-04-16,2025-11-07,60.66143269156692
9422,Initiative 9422,2016-04-01,2025-02-11,89.54806172785152
9423,Initiative 9423,2018-08-25,2026-03-07,77.96539904335768
9424,Initiative 9424,2024-11-01,2028-06-27,77.7917644263502
9425,Initiative 9425,2021-10-03,2028-08-20,78.68354136852538
9426,Initiative 9426,2023-05-11,2027-11-05,56.2903408508173
9427,Initiative 9427,2021-08-14,2028-09-14,67.47795371984438
9428,Initiative 9428,2016-10-22,2025-12-05,78.65398349209816
9429,Initiative 9429,2016-10-22,2029-06-30,62.37942132866998
9430,Initiative 9430,2020-01-17,2026-03-17,75.20024797627606
9431,Initiative 9431,2021-08-14,2028-01-08,77.85176191270051
9432,Initiative 9432,2015-06-11,2025-11-07,97.14069391938821
9433,Initiative 9433,2016-02-24,2025-04-15,62.288790452917866
9434,Initiative 9434,2020-06-06,2026-11-29,71.96786457786632
9435,Initiative 9435,2021-09-23,2029-05-22,99.07556052720807
9436,Initiative 9436,2022-10-25,2027-03-26,59.33949381089723
9437,Initiative 9437,2024-11-01,2028-01-26,89.00097429665749
9438,Initiative 9438,2020-05-20,2029-02-23,58.85774778184786
9439,Initiative 9439,2015-07-01,2029-02-17,92.5023286388618
9440,Initiative 9440,2019-08-21,2028-11-10,74.39869686754469
9441,Initiative 9441,2016-04-10,2025-04-19,98.60807423549764
9442,Initiative 9442,2020-11-05,2026-05-17,58.5037483720282
9443,Initiative 9443,2017-07-31,2028-04-24,84.39631728725605
9444,Initiative 9444,2020-11-13,2028-05-15,84.76396252119079
9445,Initiative 9445,2021-08-14,2025-04-19,85.94377187682404
9446,Initiative 9446,2015-05-12,2026-10-21,55.048438188114574
9447,Initiative 9447,2020-11-02,2027-03-09,64.42804941123231
9448,Initiative 9448,2018-09-03,2027-03-09,66.9008413623276
9449,Initiative 9449,2019-01-15,2029-11-11,66.21438040163397
9450,Initiative 9450,2018-09-06,2028-05-17,83.75103595001431
9451,Initiative 9451,2018-08-25,2028-12-14,52.74148353069312
9452,Initiative 9452,2023-01-17,2027-03-26,86.50393089926027
9453,Initiative 9453,2015-05-11,2029-10-03,76.32921872753127
9454,Initiative 9454,2018-01-28,2027-10-21,58.64985845836138
9455,Initiative 9455,2023-04-16,2028-05-17,61.3059344951872
9456,Initiative 9456,2022-09-09,2029-11-14,54.879015776711974
9457,Initiative 9457,2023-05-26,2027-04-22,72.95294261934315
9458,Initiative 9458,2016-04-11,2029-05-04,79.7460701629821
9459,Initiative 9459,2022-03-11,2027-10-21,79.04860246282128
9460,Initiative 9460,2022-10-28,2025-04-15,98.11839362029323
9461,Initiative 9461,2021-09-05,2027-08-30,64.79830160022586
9462,Initiative 9462,2023-05-26,2029-08-02,88.10399228014398
9463,Initiative 9463,2015-10-18,2026-08-11,86.15387715065611
9464,Initiative 9464,2015-12-24,2029-03-01,53.06634903061113
9465,Initiative 9465,2022-10-25,2026-03-05,96.50025383608954
9466,Initiative 9466,2019-08-21,2028-04-24,96.56519594228752
9467,Initiative 9467,2019-10-01,2028-08-12,69.81675910689529
9468,Initiative 9468,2015-06-20,2027-11-05,70.88389175028681
9469,Initiative 9469,2022-10-25,2027-09-26,90.97984648005337
9470,Initiative 9470,2016-06-01,2029-06-12,74.75153277359345
9471,Initiative 9471,2015-03-15,2029-06-12,89.96003492578923
9472,Initiative 9472,2019-08-21,2027-10-27,51.80625845524321
9473,Initiative 9473,2020-05-03,2027-08-14,62.51353061902951
9474,Initiative 9474,2018-04-20,2028-06-20,54.55324925941816
9475,Initiative 9475,2019-06-15,2026-10-21,72.70990261159048
9476,Initiative 9476,2023-10-21,2029-11-11,92.70797222854478
9477,Initiative 9477,2020-05-20,2029-02-23,78.48938717330202
9478,Initiative 9478,2015-05-12,2026-10-21,76.0166769299271
9479,Initiative 9479,2021-06-02,2029-02-23,68.3053446947805
9480,Initiative 9480,2017-09-03,2027-04-19,53.18049383632555
9481,Initiative 9481,2020-11-13,2029-11-20,88.32048352442155
9482,Initiative 9482,2015-11-26,2027-09-26,78.5383032991374
9483,Initiative 9483,2015-07-01,2025-01-06,96.54827535617642
9484,Initiative 9484,2023-02-14,2027-05-26,71.59826121614728
9485,Initiative 9485,2019-11-30,2029-09-28,70.07498182564713
9486,Initiative 9486,2018-10-25,2027-08-30,98.71734952029513
9487,Initiative 9487,2020-05-03,2025-01-06,57.05787474726321
9488,Initiative 9488,2020-11-05,2029-05-04,62.61807663740191
9489,Initiative 9489,2022-06-12,2029-06-07,74.4082107724248
9490,Initiative 9490,2019-08-09,2029-02-23,76.17721507615416
9491,Initiative 9491,2024-09-21,2029-05-16,77.4358309982696
9492,Initiative 9492,2015-05-11,2026-12-08,60.60549648977751
9493,Initiative 9493,2016-07-16,2027-08-30,96.34240242283047
9494,Initiative 9494,2017-07-22,2025-10-22,85.1751048528866
9495,Initiative 9495,2023-06-08,2025-04-15,62.921992477980986
9496,Initiative 9496,2015-07-31,2029-09-28,64.70964994233526
9497,Initiative 9497,2018-04-20,2026-08-20,94.01792326367786
9498,Initiative 9498,2018-06-22,2029-05-02,69.01777037444013
9499,Initiative 9499,2024-04-16,2027-06-19,77.818168078548
9500,Initiative 9500,2022-02-17,2028-07-21,56.021338933174626
9501,Initiative 9501,2021-06-02,2025-10-22,62.586639920751
9502,Initiative 9502,2022-04-14,2028-07-21,70.82883453633492
9503,Initiative 9503,2016-12-21,2027-11-05,82.80686889358992
9504,Initiative 9504,2018-03-02,2026-10-19,64.01103293820991
9505,Initiative 9505,2016-07-16,2027-01-07,97.53807561310667
9506,Initiative 9506,2016-04-10,2026-08-20,61.01085759512999
9507,Initiative 9507,2022-02-17,2029-06-12,88.9453444979924
9508,Initiative 9508,2022-10-28,2025-04-01,68.22994063668828
