location_key,district,region,population_density,terrain_type,distance_to_nearest_health_center,regional_health_policy
8814,New Jessica,Northwest,475,Flat,7.772689841480014,Policy C
8815,Lake Chad,East,128,Flat,28.87017926537649,Policy C
8816,New Kellystad,Littoral,707,Mountainous,48.88497677587823,Policy B
8817,Lake Roberto,Littoral,968,Mountainous,12.228200784001379,Policy B
8818,New Kellystad,North,231,Flat,18.089139393080018,Policy C
8819,Cassandraton,Northwest,548,Hilly,13.200374686507313,Policy A
8820,West Michael,Far North,847,Flat,13.68976117150149,Policy B
8821,East Jill,Littoral,811,Flat,20.507510642240693,Policy B
8822,Port Keith,Center,915,Flat,35.2418477772057,Policy C
8823,Ericmouth,North,875,Hilly,2.4208239395317843,Policy C
8824,New Roberttown,Southwest,757,Mountainous,47.87764768643523,Policy A
8825,Robinsonshire,East,884,Flat,2.7908540347177513,Policy B
8826,North Judithbury,Center,120,Flat,44.12203250625571,Policy B
8827,Jacquelineland,Northwest,297,Flat,44.771715888718944,Policy B
8828,North Noahstad,Southwest,195,Hilly,26.462214785780404,Policy B
8829,West Michael,Center,667,Flat,7.281343016638889,Policy C
8830,East Jessetown,Center,824,Hilly,28.47472554256872,Policy A
8831,West Michael,East,345,Mountainous,31.61729191519106,Policy C
8832,New Roberttown,Littoral,631,Mountainous,42.95906841145201,Policy C
8833,Lisatown,Far North,519,Hilly,27.7693211005937,Policy A
8834,New Jessica,North,555,Flat,20.83011509721524,Policy B
8835,West Michael,Center,242,Hilly,41.995414095778635,Policy A
8836,Jacquelineland,Center,117,Mountainous,49.05711396895464,Policy B
8837,East Jill,East,543,Mountainous,32.43260865531769,Policy A
8838,Jacquelineland,Adamawa,866,Hilly,43.78215834648907,Policy B
8839,Ramirezstad,Littoral,101,Hilly,30.13738808503868,Policy B
8840,Lisatown,Adamawa,931,Flat,34.64450557481013,Policy A
8841,Port Jesseville,North,412,Hilly,34.56427231867148,Policy C
8842,Ramirezstad,Adamawa,846,Mountainous,35.38695584859313,Policy C
8843,North Judithbury,Southwest,966,Mountainous,16.390165474467366,Policy A
8844,East Jessetown,Northwest,523,Hilly,28.99523911544976,Policy C
8845,West Michael,East,895,Flat,29.909711406702872,Policy C
8846,Robinsonshire,Far North,570,Mountainous,16.096045522304983,Policy B
8847,North Judithbury,Southwest,812,Hilly,17.81769220133135,Policy C
8848,Ericmouth,Far North,480,Hilly,38.23121486832738,Policy C
8849,Lisatown,North,893,Mountainous,29.344830110553833,Policy C
8850,Lake Roberto,Northwest,347,Flat,7.885951824176845,Policy C
8851,Jacquelineland,Adamawa,484,Mountainous,41.96303093980218,Policy B
8852,Port Keith,Adamawa,745,Hilly,44.214157210178826,Policy B
8853,New Roberttown,East,740,Hilly,23.5739868239118,Policy A
8854,West Michael,Littoral,247,Hilly,10.840917885134884,Policy C
8855,New Jessica,Far North,177,Mountainous,47.40652152254281,Policy C
8856,Cassandraton,Littoral,581,Mountainous,44.17234344371903,Policy B
8857,New Kellystad,Northwest,460,Hilly,12.596896443921006,Policy B
8858,Jacquelineland,East,983,Hilly,5.231889946983522,Policy A
8859,East Jill,Southwest,889,Mountainous,22.312353573680785,Policy A
8860,Port Jesseville,Adamawa,114,Hilly,33.981650831440106,Policy B
8861,North Judithbury,Littoral,743,Hilly,9.18173496838723,Policy B
8862,Cassandraton,Southwest,290,Flat,25.904026592371526,Policy B
8863,Lake Chad,Littoral,418,Mountainous,21.558066966489577,Policy C
8864,Robinsonshire,Center,585,Hilly,44.58228186408855,Policy A
8865,Lake Chad,Adamawa,433,Mountainous,21.763548323952865,Policy B
8866,North Judithbury,North,480,Hilly,26.92193148988436,Policy C
8867,Ramirezstad,Center,132,Flat,47.7866667020902,Policy A
8868,Cassandraton,Northwest,880,Hilly,15.334742410790946,Policy B
8869,New Kellystad,North,746,Mountainous,14.805051131126097,Policy A
8870,Ericmouth,Far North,877,Hilly,40.07995645713111,Policy C
8871,New Roberttown,Southwest,660,Hilly,14.238179814126449,Policy A
8872,East Jessetown,Northwest,623,Hilly,41.67736056862365,Policy A
8873,East Jessetown,Littoral,335,Flat,5.229012663401425,Policy C
8874,West Michael,East,583,Hilly,6.007431741818686,Policy C
8875,Robinsonshire,Adamawa,508,Hilly,45.115507021057205,Policy B
8876,North Noahstad,Southwest,261,Mountainous,27.270207982880546,Policy B
8877,Lake Debra,North,175,Flat,36.08130620136482,Policy C
8878,Robinsonshire,East,462,Hilly,11.651800147195942,Policy A
8879,Ericmouth,Adamawa,548,Hilly,8.73058123491436,Policy A
8880,New Roberttown,Southwest,474,Mountainous,41.83023598051569,Policy C
8881,Lake Debra,North,603,Hilly,18.251858647650817,Policy C
8882,North Noahstad,Northwest,659,Mountainous,23.024114646538724,Policy A
8883,Lake Chad,Far North,592,Mountainous,1.8846089151302696,Policy A
8884,Robinsonshire,Center,207,Mountainous,19.601096342551838,Policy B
8885,East Jill,Far North,161,Hilly,38.63667150218643,Policy C
8886,New Jessica,Adamawa,451,Hilly,41.153121275665384,Policy B
8887,Cassandraton,Far North,808,Mountainous,35.08836204968582,Policy B
8888,Robinsonshire,Center,171,Flat,34.762896810415235,Policy C
8889,North Judithbury,Far North,322,Mountainous,25.558843696559315,Policy C
8890,East Jill,East,343,Mountainous,27.14730179836124,Policy A
8891,North Noahstad,Southwest,447,Hilly,37.260271467250604,Policy C
8892,New Kellystad,Southwest,520,Mountainous,12.741439041972281,Policy B
8893,East Jessetown,Adamawa,256,Flat,11.960094878179772,Policy A
8894,Cassandraton,Adamawa,159,Hilly,47.52127878374571,Policy B
8895,Lake Debra,Southwest,489,Mountainous,1.870649394559381,Policy A
8896,Lake Chad,Adamawa,327,Mountainous,7.403540451426486,Policy B
8897,Cassandraton,Northwest,617,Flat,28.731455096961778,Policy A
8898,Ericmouth,North,936,Mountainous,37.02282451556825,Policy A
8899,New Kellystad,Southwest,964,Hilly,27.125608607758082,Policy B
8900,East Jessetown,Far North,618,Mountainous,18.075667810161764,Policy A
8901,East Jill,Adamawa,989,Mountainous,48.90981790797189,Policy B
8902,Lisatown,Far North,531,Hilly,35.34070791407587,Policy A
8903,Lake Roberto,Northwest,852,Mountainous,41.65384663282041,Policy C
8904,New Jessica,Center,163,Flat,2.4922202723161004,Policy B
8905,Jacquelineland,North,942,Hilly,12.178045468432492,Policy A
8906,Lake Roberto,North,946,Hilly,19.021469132783213,Policy A
8907,Port Jesseville,Center,869,Flat,9.538769205072763,Policy C
8908,Ramirezstad,East,902,Hilly,4.108513999102787,Policy B
8909,Ramirezstad,East,526,Hilly,11.64203739743667,Policy A
8910,New Kellystad,Adamawa,759,Hilly,26.91496374623361,Policy B
8911,East Jessetown,Center,982,Mountainous,34.93938979365691,Policy A
8912,Ericmouth,Far North,370,Hilly,38.814035686771504,Policy A
8913,East Jill,North,228,Flat,2.6253396659519947,Policy C
8914,Cassandraton,East,946,Flat,21.68531552452326,Policy A
8915,Port Keith,North,268,Flat,6.5494733874756825,Policy B
8916,West Michael,North,838,Mountainous,21.844419129011257,Policy B
8917,Lake Chad,Littoral,998,Hilly,21.981804531454607,Policy C
8918,New Roberttown,North,577,Hilly,25.161478492256062,Policy A
8919,Port Jesseville,Far North,541,Hilly,44.69511600003035,Policy C
8920,North Judithbury,Northwest,940,Mountainous,40.352227379892426,Policy B
8921,Lake Chad,Southwest,110,Hilly,32.01768183425139,Policy C
8922,Lake Roberto,Northwest,103,Flat,44.32766248520977,Policy C
8923,North Judithbury,Center,729,Mountainous,34.08419651697886,Policy B
8924,Ericmouth,Center,587,Mountainous,41.03332055777222,Policy A
8925,West Michael,North,897,Hilly,28.407025898714267,Policy A
8926,Jacquelineland,North,114,Flat,26.49830345572958,Policy B
8927,East Jessetown,Littoral,661,Flat,36.34281351723305,Policy B
8928,Lake Roberto,Center,635,Mountainous,1.4746209427996784,Policy B
8929,West Michael,East,753,Hilly,34.67368979575546,Policy B
8930,Lake Debra,Adamawa,220,Mountainous,46.75865181101605,Policy C
8931,North Noahstad,Center,322,Mountainous,35.84013295142432,Policy B
8932,Jacquelineland,Littoral,938,Flat,2.3212893527123155,Policy B
8933,Lake Chad,Southwest,748,Mountainous,19.205339218249833,Policy C
8934,Port Keith,Littoral,584,Mountainous,40.57427446242866,Policy B
8935,New Roberttown,Littoral,440,Hilly,47.95112322719879,Policy B
8936,Ramirezstad,Littoral,989,Hilly,18.823086104000673,Policy C
8937,Lisatown,East,742,Flat,42.13910576590695,Policy A
8938,Lake Debra,Far North,376,Mountainous,43.258588827424894,Policy A
8939,Herrerafurt,Littoral,157,Hilly,6.602676766639475,Policy A
8940,West Michael,Center,896,Mountainous,42.36652910257502,Policy A
8941,Robinsonshire,Northwest,211,Mountainous,16.550369834111446,Policy B
8942,Lake Roberto,North,863,Hilly,29.865267217488157,Policy A
8943,West Michael,Adamawa,501,Mountainous,27.17862490814284,Policy C
8944,Lake Chad,East,255,Flat,33.32116625493797,Policy C
8945,West Michael,Far North,639,Hilly,37.153000221764145,Policy B
8946,Port Keith,Center,65,Flat,22.323614332119714,Policy B
8947,East Jill,Northwest,376,Mountainous,44.47138569638205,Policy A
8948,North Judithbury,Northwest,657,Hilly,40.57017186729728,Policy B
8949,Port Keith,Center,708,Hilly,39.378344086069056,Policy C
8950,New Jessica,Far North,51,Flat,23.183218675747444,Policy A
8951,North Noahstad,North,59,Hilly,2.359857849308203,Policy A
8952,Robinsonshire,Southwest,483,Mountainous,24.866692115757747,Policy C
8953,North Judithbury,North,174,Flat,44.973053940137056,Policy C
8954,East Jill,Adamawa,130,Mountainous,9.927282702572185,Policy B
8955,Port Jesseville,Littoral,534,Flat,49.1383273645241,Policy A
8956,Ericmouth,Northwest,701,Mountainous,40.48068569065198,Policy A
8957,New Jessica,Center,887,Hilly,35.636574717962205,Policy A
8958,Ericmouth,Littoral,199,Hilly,34.019417917154875,Policy A
8959,New Kellystad,Northwest,849,Hilly,29.557781155721248,Policy A
8960,Herrerafurt,Northwest,922,Flat,36.17318100083204,Policy C
8961,Lisatown,East,389,Mountainous,21.384325032856363,Policy B
8962,Jacquelineland,North,178,Flat,42.34176134699642,Policy B
8963,Ramirezstad,North,487,Flat,34.9691248267164,Policy A
8964,North Noahstad,Center,800,Hilly,38.67702906278768,Policy B
8965,East Jill,Center,550,Flat,39.728127397215985,Policy C
8966,Robinsonshire,Northwest,107,Hilly,5.057467262590675,Policy A
8967,West Michael,Far North,247,Flat,3.2542182480430273,Policy C
8968,Jacquelineland,Center,260,Mountainous,40.14880048999442,Policy C
8969,New Roberttown,Littoral,963,Flat,13.339509041393187,Policy B
8970,North Noahstad,North,951,Mountainous,29.307505471834805,Policy A
8971,New Roberttown,Littoral,94,Flat,22.46368733333982,Policy B
8972,New Kellystad,North,146,Mountainous,1.5909405815478945,Policy B
8973,East Jessetown,Southwest,328,Hilly,2.4939222792304383,Policy C
8974,Lake Debra,Northwest,584,Hilly,41.44269949280039,Policy B
8975,West Michael,North,459,Flat,30.580039293691833,Policy C
8976,Ericmouth,Adamawa,510,Mountainous,26.430232397473823,Policy B
8977,Lake Chad,East,440,Hilly,47.24542813185164,Policy B
8978,Lisatown,North,896,Flat,9.069193783477822,Policy C
8979,New Jessica,Center,93,Mountainous,13.269556563110527,Policy C
8980,Ramirezstad,East,76,Hilly,37.95858437266355,Policy B
8981,Cassandraton,Adamawa,843,Hilly,38.8741437839175,Policy A
8982,Cassandraton,Center,146,Mountainous,20.54241122373864,Policy C
8983,Ericmouth,East,597,Hilly,47.57343251486612,Policy A
8984,Port Keith,Littoral,670,Mountainous,46.94360159690095,Policy A
8985,Ericmouth,East,616,Mountainous,1.1142808954778969,Policy A
8986,Lake Roberto,Southwest,753,Mountainous,9.030231165865889,Policy B
8987,Cassandraton,Northwest,268,Flat,41.10086236335163,Policy A
8988,Cassandraton,East,234,Flat,17.09322589888741,Policy B
8989,Lisatown,Center,118,Mountainous,5.225402595641505,Policy B
8990,Port Keith,North,878,Flat,39.35745913396739,Policy A
8991,New Jessica,North,179,Flat,23.00188352597287,Policy B
8992,Cassandraton,Center,616,Hilly,24.874333942410907,Policy B
8993,North Judithbury,Southwest,939,Flat,9.725284746400478,Policy C
8994,Lake Debra,Littoral,658,Hilly,33.214305169976925,Policy B
8995,North Judithbury,Center,897,Mountainous,27.786445247069576,Policy B
8996,New Jessica,Center,648,Hilly,10.730310420559253,Policy C
8997,Port Jesseville,Far North,855,Flat,17.346409667740737,Policy B
8998,North Judithbury,Adamawa,680,Hilly,30.045524723140513,Policy C
8999,North Judithbury,Southwest,769,Flat,46.2811766439538,Policy C
9000,Robinsonshire,Adamawa,383,Mountainous,46.05862934091384,Policy A
9001,Lake Chad,Center,974,Flat,14.751342267675408,Policy B
9002,West Michael,Southwest,203,Mountainous,36.9132383991143,Policy A
9003,Port Jesseville,Littoral,596,Mountainous,38.888194485928565,Policy B
9004,New Kellystad,Center,128,Mountainous,40.53674344914834,Policy C
9005,West Michael,Adamawa,628,Flat,28.752733095198263,Policy C
9006,New Roberttown,North,904,Hilly,1.020145905929596,Policy C
9007,New Roberttown,Northwest,462,Hilly,38.2029761295893,Policy A
9008,West Michael,Center,595,Flat,5.776573766552827,Policy B
9009,North Judithbury,Southwest,658,Mountainous,6.2851336179098904,Policy A
9010,Port Keith,Far North,218,Flat,30.47842773098456,Policy A
9011,East Jessetown,Center,730,Mountainous,49.184265790752434,Policy B
9012,Herrerafurt,Adamawa,712,Flat,12.505703926657091,Policy A
9013,New Kellystad,Littoral,632,Hilly,32.46763856253477,Policy C
9014,New Jessica,Littoral,564,Flat,15.53085546401125,Policy B
9015,Herrerafurt,Adamawa,363,Hilly,44.98694262372122,Policy C
9016,New Kellystad,Littoral,81,Flat,29.87908615963627,Policy B
9017,Robinsonshire,Southwest,336,Flat,10.770127718995308,Policy B
9018,North Judithbury,North,643,Flat,13.4754869970487,Policy B
9019,East Jessetown,Northwest,92,Hilly,21.90779615569699,Policy B
9020,Port Keith,North,952,Mountainous,6.541156320475729,Policy A
9021,Herrerafurt,North,666,Hilly,4.397301729042342,Policy B
9022,Lisatown,Southwest,50,Mountainous,34.16303908952383,Policy A
9023,Port Keith,North,622,Mountainous,20.654670573411455,Policy C
9024,North Judithbury,North,319,Mountainous,36.44817669757871,Policy C
9025,Lake Roberto,Northwest,229,Mountainous,5.9478809216622635,Policy C
9026,North Judithbury,Center,785,Flat,30.68834462110424,Policy C
9027,Ericmouth,North,567,Flat,22.44368627180215,Policy A
9028,Herrerafurt,Far North,152,Hilly,3.370933395622914,Policy A
9029,Lisatown,Littoral,59,Mountainous,27.467697924660854,Policy C
9030,New Roberttown,Center,632,Hilly,4.598811598370015,Policy A
9031,New Jessica,Center,139,Flat,41.472127515654904,Policy A
9032,North Noahstad,Far North,275,Flat,31.781894536806426,Policy C
9033,Lake Roberto,East,719,Mountainous,28.069892921142195,Policy B
9034,Lake Roberto,Center,789,Mountainous,7.106715721248122,Policy A
9035,Port Jesseville,Center,966,Flat,14.729127118452107,Policy A
9036,Herrerafurt,Far North,175,Flat,24.897356908197317,Policy C
9037,East Jill,Far North,258,Flat,31.84753392516456,Policy A
9038,Ericmouth,Center,146,Flat,9.569920577736701,Policy A
9039,Port Jesseville,Littoral,123,Mountainous,0.938880767614358,Policy A
9040,New Jessica,Far North,676,Hilly,17.565629269830133,Policy B
9041,Lisatown,East,240,Mountainous,24.402137000534058,Policy B
9042,North Judithbury,East,731,Flat,9.62945852704175,Policy B
9043,Lisatown,Adamawa,868,Hilly,24.862192539832687,Policy B
9044,New Kellystad,Center,765,Flat,17.2550499991788,Policy C
9045,East Jessetown,Southwest,105,Hilly,23.026938472267187,Policy C
9046,Ericmouth,East,769,Hilly,17.6991586536404,Policy C
9047,Jacquelineland,Adamawa,602,Flat,31.609158564446606,Policy C
9048,Ramirezstad,Northwest,81,Hilly,2.6234020441817982,Policy B
9049,Port Jesseville,Southwest,576,Hilly,8.959811852241542,Policy C
9050,Robinsonshire,Southwest,623,Flat,21.92116802099448,Policy A
9051,West Michael,Adamawa,716,Mountainous,18.13668741981691,Policy C
9052,Lisatown,Adamawa,333,Hilly,19.885781819713944,Policy C
9053,Jacquelineland,North,770,Mountainous,40.28615439658375,Policy A
9054,New Jessica,Southwest,881,Hilly,44.373417083244604,Policy A
9055,Jacquelineland,Center,543,Flat,12.809104783129717,Policy B
9056,Robinsonshire,Center,236,Mountainous,41.901357484172124,Policy B
9057,New Roberttown,Far North,547,Hilly,23.21009833187271,Policy C
9058,Jacquelineland,East,491,Flat,14.05412065466793,Policy B
9059,Lake Debra,East,179,Mountainous,49.28007551473158,Policy A
9060,New Roberttown,Far North,688,Flat,41.32768867599128,Policy B
9061,Lake Debra,Northwest,341,Mountainous,49.71553929478353,Policy C
9062,Ericmouth,North,163,Hilly,8.825443829198605,Policy C
9063,Jacquelineland,North,248,Hilly,7.6202123604190035,Policy A
9064,Lake Roberto,Center,62,Flat,25.417208670739843,Policy B
9065,Ramirezstad,Southwest,320,Mountainous,32.11286612171042,Policy C
9066,Ericmouth,Northwest,650,Flat,8.967474580400905,Policy A
9067,Lisatown,North,264,Mountainous,43.09131807038286,Policy A
9068,North Judithbury,Center,493,Mountainous,26.834667193836484,Policy C
9069,West Michael,Littoral,839,Mountainous,20.841620744422052,Policy B
9070,New Jessica,East,561,Hilly,30.301656809888733,Policy C
9071,Ericmouth,Southwest,496,Hilly,31.930208792128315,Policy B
9072,West Michael,Far North,764,Hilly,2.61777240869781,Policy A
9073,Port Keith,North,123,Hilly,49.99468700189994,Policy A
9074,North Judithbury,Adamawa,586,Flat,18.51401905182154,Policy B
9075,Lake Chad,Northwest,150,Hilly,3.5463610220398616,Policy B
9076,East Jill,Far North,225,Mountainous,42.689997151388006,Policy A
9077,Cassandraton,Northwest,476,Hilly,49.654424621009454,Policy B
9078,Lake Chad,Adamawa,166,Flat,40.909746206196466,Policy A
9079,Lake Chad,Littoral,215,Mountainous,42.66818324806236,Policy B
9080,Ericmouth,East,90,Mountainous,31.48378815386282,Policy C
9081,East Jessetown,Adamawa,478,Flat,46.155116121936175,Policy A
9082,Ramirezstad,Northwest,393,Mountainous,2.269058310509643,Policy C
9083,Port Keith,Center,473,Flat,38.45283121623295,Policy C
9084,Port Jesseville,Northwest,415,Hilly,33.70015630253674,Policy C
9085,Herrerafurt,Northwest,169,Flat,2.9544560409381107,Policy B
9086,Ramirezstad,Southwest,658,Flat,27.42669215933573,Policy B
9087,East Jill,Southwest,706,Hilly,25.99548711501454,Policy C
9088,Lake Roberto,Adamawa,777,Mountainous,34.730944141310346,Policy C
9089,East Jill,North,278,Hilly,4.337804874654041,Policy B
9090,Ericmouth,Littoral,874,Hilly,40.361299873756394,Policy C
9091,Lake Chad,Littoral,179,Hilly,7.400470379569481,Policy A
9092,West Michael,Center,401,Hilly,21.223898366362697,Policy A
9093,Port Keith,Center,938,Mountainous,44.123756371330984,Policy A
9094,Cassandraton,Center,367,Flat,28.246314472027073,Policy B
9095,North Judithbury,Far North,698,Mountainous,19.289750230859347,Policy C
9096,New Kellystad,Center,885,Hilly,2.886010981268921,Policy B
9097,Lisatown,North,386,Mountainous,33.777539101485225,Policy B
9098,Cassandraton,Southwest,322,Flat,49.33406488268581,Policy A
9099,New Roberttown,Center,166,Hilly,45.633921738539954,Policy B
9100,Jacquelineland,Far North,867,Flat,36.006155839884684,Policy B
9101,North Judithbury,Adamawa,417,Hilly,5.711996483669279,Policy C
9102,Lake Roberto,Southwest,143,Flat,12.352284623319512,Policy B
9103,Lake Chad,Center,217,Mountainous,9.749026462937708,Policy C
9104,New Roberttown,Northwest,764,Flat,18.095351192654444,Policy C
9105,Lake Roberto,Littoral,390,Hilly,12.158102775681007,Policy A
9106,Lisatown,Littoral,710,Hilly,12.599752575598814,Policy B
9107,Robinsonshire,Far North,963,Flat,31.02813180108258,Policy B
9108,Cassandraton,Far North,744,Flat,16.275781470088482,Policy C
9109,North Noahstad,East,974,Hilly,34.01956238538742,Policy A
9110,New Roberttown,Southwest,201,Hilly,47.42053812773594,Policy B
9111,East Jessetown,Northwest,635,Hilly,32.104656872355335,Policy A
9112,North Judithbury,Center,926,Flat,37.70700552191337,Policy C
9113,Port Jesseville,Adamawa,962,Flat,37.70323055650048,Policy A
9114,Lake Chad,North,323,Flat,16.869788025765896,Policy C
9115,North Judithbury,East,603,Mountainous,1.2404207323750571,Policy A
9116,Jacquelineland,North,545,Hilly,3.224874168213615,Policy A
9117,Cassandraton,East,773,Hilly,14.461982418785643,Policy A
9118,Ericmouth,North,150,Hilly,34.6323875910511,Policy B
9119,Lake Roberto,Northwest,606,Hilly,45.38081536309048,Policy C
9120,East Jessetown,Littoral,131,Mountainous,47.96051397844194,Policy C
9121,Port Jesseville,Northwest,578,Mountainous,1.7795088600836357,Policy A
9122,Lake Roberto,Far North,122,Mountainous,49.509318658822174,Policy C
9123,Cassandraton,Adamawa,63,Flat,16.46361230865634,Policy B
9124,East Jill,Northwest,482,Hilly,42.226333297638206,Policy B
9125,Cassandraton,Far North,206,Hilly,9.424625304490629,Policy A
9126,Ramirezstad,Center,784,Flat,3.6134637515395296,Policy C
9127,Lake Roberto,Southwest,181,Flat,19.228593491103034,Policy A
9128,New Roberttown,Southwest,387,Hilly,43.0168067322693,Policy B
9129,New Jessica,Far North,453,Flat,11.430833335951895,Policy B
9130,New Jessica,Northwest,425,Mountainous,8.120887624716188,Policy C
9131,Port Keith,Center,937,Hilly,45.53531428303443,Policy C
9132,East Jessetown,Northwest,608,Mountainous,46.947691529762224,Policy B
9133,Port Keith,East,156,Flat,1.121135859850992,Policy C
9134,Jacquelineland,North,669,Mountainous,36.50806900206634,Policy C
9135,East Jessetown,North,314,Mountainous,15.80578295820167,Policy C
9136,New Roberttown,Northwest,254,Hilly,19.047866313375884,Policy B
9137,East Jill,Littoral,128,Hilly,23.72059726009875,Policy B
9138,East Jill,Adamawa,204,Flat,21.626153023638715,Policy B
9139,New Kellystad,East,832,Flat,25.99120235661421,Policy A
9140,Cassandraton,East,296,Mountainous,29.326904929130805,Policy C
9141,New Roberttown,Center,580,Mountainous,23.54697748947725,Policy C
9142,Lake Debra,Northwest,907,Flat,35.22739525423112,Policy C
9143,East Jill,Center,997,Hilly,36.07078231068603,Policy C
9144,Port Keith,East,587,Mountainous,22.297780272596658,Policy B
9145,East Jill,Littoral,778,Flat,7.551925830311875,Policy C
9146,North Noahstad,Littoral,203,Flat,32.21162660534607,Policy C
9147,New Jessica,North,203,Mountainous,38.7613572613601,Policy A
9148,Lake Chad,Northwest,735,Hilly,32.086421299595514,Policy A
9149,New Roberttown,Southwest,141,Flat,29.608710909417372,Policy A
9150,East Jessetown,Center,482,Flat,11.855893566113012,Policy A
9151,East Jill,Northwest,387,Flat,32.43428352055328,Policy C
9152,West Michael,Southwest,529,Mountainous,17.075382621522493,Policy A
9153,East Jill,Far North,742,Mountainous,46.01816370925761,Policy B
9154,North Noahstad,Northwest,180,Hilly,32.85914459161905,Policy C
9155,New Kellystad,Littoral,499,Flat,14.269893997060983,Policy B
9156,New Kellystad,Northwest,859,Hilly,23.90988201351454,Policy B
9157,East Jessetown,Littoral,836,Mountainous,42.4057731563097,Policy A
9158,New Jessica,North,322,Hilly,17.10546558354105,Policy C
9159,Lake Chad,Littoral,978,Flat,26.509308222542863,Policy B
9160,Lake Roberto,East,637,Hilly,34.143663675950364,Policy A
9161,New Jessica,Center,226,Hilly,37.849202271923716,Policy B
9162,New Jessica,North,745,Flat,9.10766266570487,Policy C
9163,North Judithbury,Littoral,880,Mountainous,28.475039081525807,Policy C
9164,Port Keith,Far North,692,Hilly,45.653895074561966,Policy A
9165,New Kellystad,Littoral,924,Mountainous,48.43380918472985,Policy A
9166,Port Keith,Littoral,98,Mountainous,32.979179606688234,Policy C
9167,Lake Chad,Far North,616,Mountainous,49.19120980591929,Policy B
9168,New Jessica,Southwest,715,Mountainous,28.75139482431897,Policy A
9169,New Jessica,North,404,Flat,22.4089489741562,Policy A
9170,East Jessetown,North,761,Flat,27.80357921793817,Policy C
9171,Cassandraton,Littoral,357,Mountainous,6.227763516044344,Policy A
9172,North Judithbury,North,917,Mountainous,20.384938024426695,Policy A
9173,Port Keith,East,934,Mountainous,23.19105012501117,Policy C
9174,Ramirezstad,East,679,Hilly,42.50707603668842,Policy C
9175,Cassandraton,Northwest,824,Hilly,38.05310534075114,Policy C
9176,Jacquelineland,Littoral,95,Flat,30.270615968627638,Policy C
9177,Lisatown,Far North,351,Mountainous,17.69022312637536,Policy B
9178,East Jessetown,Center,917,Flat,9.758211991786526,Policy B
9179,East Jessetown,Center,961,Flat,17.714368535274083,Policy A
9180,North Judithbury,North,457,Flat,34.15030151247703,Policy A
9181,New Jessica,Southwest,238,Hilly,13.52037105470914,Policy A
9182,New Roberttown,East,871,Flat,21.630891437603715,Policy C
9183,Jacquelineland,Southwest,879,Mountainous,19.64512662664326,Policy A
9184,Lisatown,Littoral,178,Mountainous,38.39670815765748,Policy A
9185,Jacquelineland,Far North,610,Mountainous,44.247459581877145,Policy B
9186,Lake Debra,Northwest,586,Flat,35.11886236214336,Policy B
9187,Ramirezstad,East,315,Hilly,17.40931191618519,Policy B
9188,Ericmouth,Northwest,167,Mountainous,21.94226392430642,Policy B
9189,Herrerafurt,Adamawa,513,Hilly,7.59583262565921,Policy A
9190,Lake Chad,North,193,Flat,8.820823664447188,Policy A
9191,Port Jesseville,Adamawa,491,Mountainous,8.632482092562492,Policy A
9192,New Jessica,Center,249,Hilly,6.964024699284855,Policy B
9193,Port Keith,Littoral,206,Mountainous,9.389270811201943,Policy C
9194,Robinsonshire,Northwest,536,Flat,10.533066027628703,Policy C
9195,Lake Roberto,Northwest,909,Flat,6.036374217982829,Policy C
9196,Lake Debra,East,183,Flat,32.192905733269235,Policy A
9197,East Jill,Northwest,961,Hilly,49.52487596181888,Policy B
9198,East Jill,Center,197,Mountainous,44.019743860286674,Policy B
9199,Lake Debra,Center,385,Flat,2.7573348293912674,Policy A
9200,North Noahstad,Northwest,120,Hilly,21.441411055237875,Policy A
9201,Jacquelineland,Southwest,282,Hilly,43.03587367202223,Policy C
9202,Lake Chad,Adamawa,383,Hilly,7.166403490603823,Policy B
9203,Ramirezstad,Northwest,860,Flat,42.458434759276116,Policy A
9204,Herrerafurt,Southwest,715,Mountainous,29.838681572976014,Policy A
9205,North Noahstad,Northwest,139,Flat,46.599278353507536,Policy A
9206,Jacquelineland,Northwest,383,Mountainous,43.863936156089046,Policy A
9207,West Michael,Center,248,Flat,34.013198941906516,Policy A
9208,Lake Debra,Adamawa,210,Mountainous,33.06222166369843,Policy C
9209,Lake Debra,Littoral,587,Flat,11.051628018399454,Policy C
9210,Port Jesseville,Adamawa,170,Flat,6.279271874321423,Policy B
9211,North Noahstad,Adamawa,350,Flat,21.06197478345552,Policy A
9212,New Jessica,East,773,Hilly,9.735711954909675,Policy A
9213,Cassandraton,Adamawa,624,Flat,5.569627525049068,Policy C
9214,North Noahstad,Southwest,485,Hilly,15.465173297008228,Policy B
9215,Herrerafurt,Northwest,117,Hilly,43.0942521684341,Policy A
9216,North Judithbury,Littoral,814,Hilly,1.3488336239088807,Policy A
9217,Ramirezstad,Littoral,971,Hilly,14.985565245247694,Policy B
9218,Jacquelineland,Far North,508,Hilly,21.490583168117368,Policy A
9219,Lake Debra,North,563,Hilly,25.773202605956683,Policy A
9220,East Jill,Southwest,447,Flat,9.488086664957969,Policy A
9221,Lake Roberto,Center,669,Mountainous,48.228899891982536,Policy C
9222,Ramirezstad,Northwest,335,Mountainous,29.15421565682338,Policy C
9223,West Michael,Center,610,Flat,26.344472079323683,Policy A
9224,East Jill,Northwest,189,Flat,0.9367181520518872,Policy C
9225,Lake Chad,Center,779,Mountainous,24.54291128010235,Policy A
