worker_key,worker_id,worker_role,years_of_experience,certification_status,specialization,healthcare_facility_key
8444,7f69eb95-fec1-4faa-8fcd-c795e8e525e3,Midwife,26,Uncertified,Pediatrics,1405
8445,5bac928a-9563-4dbf-aaed-f1cc6fdd2139,Midwife,2,Certified,Pediatrics,9979
8446,ad4ec8ff-52c1-4ddf-a9fe-1e1ae60e26a9,Nurse,22,Uncertified,General,4540
8447,01254fcf-b910-49cc-bc71-16087f253c84,Nurse,28,Uncertified,Obstetrics,5252
8448,68263e2d-8f8c-4efd-9e1b-c99c52518df0,Doctor,15,Uncertified,Surgery,4941
8449,d4e69bc1-f0e9-475c-9d87-fe81dc8fe24a,Nurse,6,Uncertified,General,3510
8450,995d154c-76c6-4616-a574-b0a70d60b6ad,Nurse,32,Certified,General,3832
8451,69def29a-94c1-4463-862b-58fabacd62ec,Doctor,21,Uncertified,General,8554
8452,564cd47e-dd43-4264-87b1-6789ec62b30e,Midwife,25,Certified,Surgery,441
8453,95fd62db-5fc2-452e-9974-99ae110e0a1d,Nurse,21,Uncertified,Pediatrics,8200
8454,9dc23b33-5021-457d-8157-c575a4233a70,Nurse,19,Certified,Obstetrics,9244
8455,d7e2786d-ff6b-4153-9f9e-156023294408,Midwife,12,Uncertified,Obstetrics,9948
8456,74d488ee-80c9-417f-a9af-3d0f54d524b0,Doctor,10,Uncertified,Pediatrics,465
8457,2a6ac433-df61-4c5f-8f76-cefd00b60e38,Doctor,38,Certified,Pediatrics,3247
8458,f519f70b-60be-405e-8328-bfc46cbc7e60,Doctor,25,Uncertified,General,8684
8459,5b6b8f80-9e09-4321-bfe0-7d039c404722,Nurse,16,Certified,Pediatrics,6112
8460,8ba33189-babf-41ee-991b-a1aa0bdff995,Nurse,39,Uncertified,General,757
8461,4ca5c01b-c6d2-4383-8900-17aa0c0f60cf,Midwife,28,Uncertified,Pediatrics,6197
8462,d6d9de56-6840-4bdd-a5bd-e179b04ad305,Nurse,22,Certified,Obstetrics,2638
8463,a0c94a61-f3b5-4c60-b14f-b75001b8ed45,Midwife,2,Uncertified,General,9795
8464,b4415fe9-81d9-4b3b-b86a-4d9c63c606ca,Midwife,13,Certified,General,7490
8465,2efc7c5a-d426-47aa-91a3-af66c83ec176,Midwife,33,Certified,Obstetrics,3951
8466,b74d79e0-081b-4b20-9f0c-3ee58128ed78,Doctor,2,Certified,Obstetrics,9810
8467,24687ed0-6ae3-4a1a-9a2a-7b2d4bb64f5a,Midwife,10,Uncertified,Pediatrics,8799
8468,0003d09b-548a-483a-b6f5-a8aac355a42b,Nurse,36,Uncertified,Pediatrics,6025
8469,a3a3cac1-a130-4203-8c72-bf11dbe271e5,Nurse,9,Certified,General,3856
8470,9d52c38c-a3af-48cb-8710-fa6629aab1f8,Nurse,20,Uncertified,General,3864
8471,2cbe7729-55aa-4da0-ae36-3ec6286c3f34,Doctor,24,Certified,Surgery,627
8472,c6815466-c415-4426-af37-a2361c22abff,Nurse,39,Certified,Obstetrics,9675
8473,0333a211-8fa2-47dc-b966-0769d03ed6d2,Nurse,11,Uncertified,Pediatrics,6586
8474,ac070dc2-d127-4718-94b2-a1fa2cafd8c0,Nurse,10,Uncertified,Pediatrics,5429
8475,b32f3ca5-43f4-42d0-881d-f9d6b8acb24e,Nurse,24,Certified,Obstetrics,9728
8476,fcb9b8e3-faa3-4f11-a1db-7245d1f2a8db,Doctor,15,Uncertified,Surgery,1925
8477,e5e5365a-2269-454d-9786-c04ee0fc3fae,Midwife,23,Uncertified,General,9592
8478,52fd9580-3e54-443e-a0c6-c8727e1ba5de,Doctor,5,Certified,Obstetrics,2805
8479,e3096893-188e-498b-b80c-6cb2f4d26c8e,Midwife,15,Certified,Obstetrics,1071
8480,76cb0846-82f1-44da-8b2c-46dbdf0be051,Midwife,1,Uncertified,Obstetrics,7039
8481,78a69002-da5e-4087-9711-8ab243785f05,Midwife,2,Uncertified,General,4118
8482,ab9d74b0-50ab-4bd5-9773-c920a14aa4c8,Nurse,37,Uncertified,General,6349
8483,98ed6c16-ac44-4807-a1ad-815818f8b769,Nurse,24,Uncertified,General,9681
8484,5ea4d9b3-469a-4b47-942c-a399f2a5e387,Nurse,12,Certified,Pediatrics,1699
8485,9929c722-8f70-4f01-8e33-7defc0f886bd,Doctor,16,Uncertified,General,6194
8486,8bd2e759-fc1e-4492-bae9-9c003d8ad150,Nurse,36,Certified,General,9135
8487,a1cf040f-e5c6-4572-b93e-1d02502a70e9,Doctor,11,Uncertified,Surgery,1751
8488,54dcf6b6-3a1f-4eff-9d9d-e4e6fd6b3059,Nurse,14,Uncertified,Surgery,2443
8489,4b154327-a927-4404-9d1b-44c3800e9bec,Midwife,29,Uncertified,General,6930
8490,d60320b3-a097-4b98-9bee-5401920b03da,Doctor,36,Certified,Obstetrics,9018
8491,d7e4a9ea-9d37-4c66-aeb8-ee1f9a5a96c0,Nurse,2,Uncertified,Pediatrics,6097
8492,9723c72d-6ee9-414e-9108-d00cc0983768,Doctor,35,Certified,Pediatrics,6678
8493,59222a96-f1a9-4347-b90c-178458f25b67,Nurse,32,Certified,Obstetrics,9863
8494,a5d265b9-a527-4766-8305-aa61ec187737,Nurse,24,Certified,Pediatrics,283
8495,24a5a90b-56f9-42b3-b659-c4ad999cbaf9,Midwife,27,Uncertified,General,2637
8496,79360dd3-b72a-437c-8cd4-f50e222b1dd1,Nurse,22,Certified,Pediatrics,8175
8497,144456d6-525a-4d2d-adf6-f8c6a6fb8fa9,Midwife,26,Uncertified,Pediatrics,6186
8498,924377a4-01cb-401d-bdce-465321374392,Nurse,36,Uncertified,Obstetrics,9375
8499,8c57551a-10d4-4142-8b4e-3010b168b04a,Midwife,14,Certified,Pediatrics,9279
8500,4d4b2d64-aad8-4414-bf1d-37aa16fe18f8,Doctor,19,Certified,Pediatrics,2308
8501,3fda8388-751f-4769-933e-0e04c10a59d2,Midwife,1,Uncertified,Pediatrics,8187
8502,145e0cb3-1f5c-4ea2-9032-7bcdc4222d52,Nurse,34,Uncertified,Pediatrics,7902
8503,6c5b92fb-9b73-4388-a4c8-91144981672e,Midwife,1,Certified,General,6123
8504,d9c19d2d-6c73-4e30-b5bf-4d563d231498,Doctor,5,Certified,Obstetrics,7781
8505,9c337461-8af3-484e-9085-1bef068442ca,Midwife,14,Uncertified,Pediatrics,8612
8506,ded0abb9-ede7-4e2f-98a7-099ab7ce3179,Doctor,27,Uncertified,Surgery,3801
8507,00bf94e3-ab61-413d-9083-a6a40dc5bfb6,Midwife,2,Uncertified,Obstetrics,1805
8508,c058a27d-fecb-40a6-ac2c-ae6a4826449f,Doctor,22,Uncertified,General,4588
8509,63b6d3f3-c07d-4d4b-9aec-159e527d7808,Midwife,30,Certified,Surgery,236
8510,9e52d549-1a1c-41eb-997f-66aba296a479,Nurse,11,Certified,Obstetrics,1208
8511,a61a5645-e65d-4477-b3c8-e481a787453d,Doctor,15,Uncertified,General,9066
8512,072aead4-0fc4-45aa-84e9-b17af64f3a3b,Nurse,37,Uncertified,General,2041
8513,9df4354f-5cb5-4db8-b471-0b31d8ce3005,Nurse,17,Uncertified,Surgery,8057
8514,8513167d-c6cb-4a9b-9df5-4f197da1e96a,Doctor,39,Certified,Surgery,783
8515,ac21a335-e93c-4172-8300-6a4d353b597d,Doctor,36,Uncertified,Pediatrics,7192
8516,99b5d706-5b8c-4739-8a75-9845fdf86210,Nurse,1,Certified,Surgery,5743
8517,16c97de7-2b04-407a-85c5-f6fbbc43377b,Doctor,16,Certified,Surgery,404
8518,29b471d3-4cb8-44e9-b751-61260437f076,Midwife,1,Certified,General,3056
8519,e7a3b530-8248-4f78-ad08-3cd3044628f6,Nurse,19,Uncertified,Pediatrics,5108
8520,e05cc03e-16fd-4f59-904a-f9e74b5e5448,Doctor,9,Uncertified,Surgery,3594
8521,a08f0dae-8b9b-4fbf-afdd-13628380186b,Nurse,35,Certified,Surgery,576
8522,520ec412-6835-487e-b300-ad45ed1cadcf,Midwife,19,Certified,Surgery,8059
8523,d549eee9-0939-412a-91fd-788a457ca8bc,Nurse,34,Uncertified,General,4891
8524,2c8fbe55-7164-42ba-8c14-a123771844b2,Nurse,9,Uncertified,Surgery,6065
8525,b4c2713c-08ea-42dc-9436-120a530df200,Nurse,34,Certified,Surgery,3260
8526,55a7fce8-1e93-4357-8f92-b4535f8e4e27,Nurse,13,Uncertified,Surgery,6582
8527,9b31087f-1eec-417d-a30a-8de8fe1dd7a7,Midwife,14,Uncertified,Obstetrics,7483
8528,753ffc23-347e-4c8f-92e2-4f5d0c53fdc5,Nurse,33,Certified,Obstetrics,4308
8529,c2565f79-729f-4eb2-95bc-ea625ea2b389,Nurse,24,Certified,General,228
8530,fb785272-0091-477c-bb3b-e5e977439b31,Doctor,35,Certified,Surgery,5062
8531,d411f54e-715c-4d14-9ad8-1181d608a0ff,Midwife,15,Uncertified,Surgery,8067
8532,610afa42-fecc-48e0-944a-7134c8b3b36b,Doctor,17,Uncertified,Surgery,6160
8533,fca8b401-0795-4728-a716-fdc9a8494db6,Doctor,21,Certified,Pediatrics,3697
8534,17b99eb9-66e4-4b77-ae88-04e7db8cad02,Midwife,3,Certified,General,9789
8535,96431101-6c7b-4210-aba0-c8b7e87f04c1,Doctor,1,Certified,Surgery,3795
8536,c2ac2571-3614-45b7-9cdc-dff6468d5fa1,Nurse,14,Uncertified,Pediatrics,5521
8537,2bfd69b9-19bf-4880-90f7-55c95d73f02d,Nurse,29,Certified,General,8699
8538,c9c620ea-4336-41a9-8abe-e26bd13076b8,Nurse,7,Uncertified,Pediatrics,9764
8539,613fa3c6-3479-4c45-8e7d-8965dcbc66f5,Midwife,17,Certified,Obstetrics,8030
8540,fa6f9982-502b-433a-99d7-a574d90b8d03,Midwife,25,Uncertified,Pediatrics,8906
8541,96850974-5c2a-4f50-88ea-7f1cc6c02dc3,Midwife,27,Certified,General,5727
8542,f82aad36-89c0-4ff0-9d4f-4215d46be0f2,Doctor,11,Certified,Pediatrics,481
8543,bcb00d33-7688-4e3b-bc00-334428fda294,Midwife,35,Certified,General,441
8544,954134c7-68c3-4600-b173-e3150fc44567,Nurse,11,Certified,Surgery,2547
8545,e2ddc4e5-21a3-4b6b-98b6-ce789e8fcbcf,Midwife,18,Certified,Obstetrics,6682
8546,d6bbe5ca-995b-4665-aa75-a86222ef5535,Doctor,20,Uncertified,Obstetrics,3420
8547,5fe5071b-d214-4f37-9c44-6f27a8024eb6,Midwife,6,Uncertified,Obstetrics,4065
8548,abe01cb5-ac3d-4183-9037-f483637f6f55,Midwife,16,Certified,General,1872
8549,0753dd5b-9918-40e4-8077-c324e4228150,Nurse,2,Uncertified,Surgery,7504
8550,d9d5e87a-0556-4a8c-a2ec-459b6f59a98e,Doctor,25,Uncertified,Obstetrics,7686
8551,7f5115b7-2d97-4fc4-a51e-e90a86126456,Nurse,1,Uncertified,General,3507
8552,02c1c619-04f9-443e-9fd9-dfaf6cba4702,Nurse,2,Uncertified,General,1217
8553,5aa77e2e-39ae-4e5f-b62e-19902b721350,Nurse,7,Uncertified,Pediatrics,5285
8554,233398e5-a874-4a3f-93b3-7d74d07311ba,Midwife,14,Certified,Surgery,8544
8555,c347069c-9fb8-427b-ac42-cbcc06f1af34,Nurse,18,Uncertified,Surgery,3242
8556,fe212f5b-5d8d-4406-8242-3206de34c4d3,Nurse,33,Uncertified,Obstetrics,9697
8557,623ccf37-c714-4715-b55e-5175961b7c53,Midwife,29,Uncertified,Obstetrics,1183
8558,f3944619-5596-406c-9c13-dc8a9562b6d9,Nurse,39,Certified,Obstetrics,6432
8559,b432d6f8-349b-4f43-b826-754ec7f73e19,Nurse,1,Uncertified,General,8697
8560,e17cce4d-42e8-47f7-99d4-a4d442cbb969,Midwife,31,Uncertified,Pediatrics,4390
8561,ed62fc20-5899-4780-8ffd-faee31d61141,Midwife,38,Certified,General,2387
8562,334fe9c9-6c51-4015-a913-060ca28042ba,Midwife,27,Uncertified,General,7166
8563,912cb8b4-5bc8-48a5-ba06-1bad345b428c,Doctor,27,Certified,General,5696
8564,b89d30aa-b1ea-4126-830c-e24bddd89ebd,Midwife,2,Uncertified,Pediatrics,3917
8565,15c40649-b155-48f9-979e-23ce44c11aad,Nurse,20,Certified,Obstetrics,8498
8566,bc47d718-8a65-4cfc-bb7d-99e13e245c76,Doctor,17,Uncertified,Pediatrics,6308
8567,875bc58d-b4ec-4a21-a3fe-52a4793abbe8,Nurse,39,Certified,Obstetrics,3094
8568,1ced72c8-00b2-4818-9ee6-ac4c7f7dbc0a,Nurse,39,Uncertified,Surgery,9369
8569,a13fe1be-16ac-46d0-840f-c16f8fa84ec0,Nurse,8,Certified,General,7443
8570,dae5d0b5-b042-4df1-a98d-70d0c890b43d,Doctor,3,Uncertified,Surgery,8444
8571,1eb7687a-1660-4218-ae46-ce15b47b0924,Nurse,1,Uncertified,General,7690
8572,cbdf07de-3bd0-4061-bb00-a810b88a24b1,Doctor,29,Uncertified,General,508
8573,e09e1c8e-5367-41e9-9c2f-d5a5792715d4,Nurse,31,Uncertified,Surgery,6832
8574,355dd512-28eb-4359-afac-dfb0ab22eb19,Midwife,7,Uncertified,General,5366
8575,3c316398-4415-428a-9800-cb2a33b8ae5d,Doctor,13,Certified,Pediatrics,9618
8576,a126d75d-14df-46cc-8686-33f62a9acf17,Midwife,21,Certified,Surgery,3817
8577,ab4e5cfe-0330-4eaf-b132-317ae7bdb9d2,Doctor,31,Certified,Obstetrics,2638
8578,c3159755-c229-4827-a0d7-d7ff771ea95d,Midwife,26,Uncertified,General,3914
8579,80d3487a-7d5b-4623-a501-533f19293656,Nurse,30,Uncertified,Surgery,3890
8580,6a8fff83-9a08-49a9-8599-ee2c7c3374ae,Doctor,33,Uncertified,Surgery,5598
8581,82882fc2-bee4-45a0-bee5-3bfc3d6ff039,Doctor,34,Uncertified,General,1800
8582,9dc4ce08-d020-4059-826c-24327c3d7b49,Midwife,2,Certified,Obstetrics,2417
8583,833e7942-d778-4f4d-8a7a-bcd3a5587878,Midwife,5,Uncertified,General,7672
8584,acd11f21-3125-4a38-918f-3c4fb982fd52,Midwife,6,Certified,General,8058
8585,bc823ba0-2c34-4fbf-ac13-6a9cf28ffb4f,Midwife,28,Uncertified,General,6395
8586,f030235d-81ea-4197-949e-13cb0cee55c6,Doctor,19,Certified,Surgery,3509
8587,0dde9cd9-e112-4825-ae59-409124476cf8,Midwife,23,Certified,General,4131
8588,4b329001-84e1-40e3-882c-44074e2402c5,Nurse,33,Uncertified,Obstetrics,9393
8589,3d3db234-b75f-4b9c-906a-34fca8a7b440,Midwife,28,Certified,Pediatrics,5310
8590,9a8dad36-1cba-468e-916c-312ddc8ceab5,Doctor,14,Certified,General,9603
8591,e07332df-c6bc-4ca1-83d0-f5bd7da5a008,Nurse,6,Uncertified,General,919
8592,6a569918-191c-4a95-8fd0-f7d2c73edd40,Nurse,19,Certified,General,3316
8593,5a6f16b3-960c-4cec-8162-9fd5e1760a31,Nurse,2,Uncertified,General,7216
8594,c2464175-cd99-4628-9c85-510c79cebed1,Nurse,7,Uncertified,General,9366
8595,f8ee840d-4a79-4758-8d1c-6add08cdaaea,Nurse,30,Uncertified,Pediatrics,1702
8596,5738c021-ded0-4fe4-ab2a-6a442427b93e,Doctor,34,Uncertified,Surgery,9087
8597,045dde84-9759-44bb-9f45-b2b2fddb5c6e,Midwife,10,Uncertified,Obstetrics,8137
8598,dd971d7e-c820-40d2-b40b-a71a03cdd7a4,Nurse,36,Uncertified,Surgery,3653
8599,4b6e9454-82de-4ffb-afb6-72bba1ca9354,Nurse,1,Uncertified,Surgery,2492
8600,c3ce0fcb-4665-4861-a213-92d92a00003e,Nurse,32,Uncertified,General,1516
8601,b4dd5307-0b30-4c62-bfa1-d66b18f59446,Midwife,27,Certified,Obstetrics,3567
8602,c7fb59df-ccfb-47ba-8a07-61bc1fd8dcd1,Doctor,38,Certified,Pediatrics,8668
8603,fc09ce06-f242-4ab7-9444-8bafa74a5aa7,Midwife,13,Uncertified,Obstetrics,1531
8604,c9070276-a077-43ed-9a12-cb70392050ba,Midwife,34,Certified,General,801
8605,7e00752b-7e92-47dc-bd12-29fb187e5a61,Doctor,13,Uncertified,Obstetrics,5396
8606,41e7e487-35a9-4ca8-8698-e317ad0c054e,Midwife,26,Uncertified,Pediatrics,4854
8607,e3c43ca8-fca9-4c13-b962-e1e808f042ed,Midwife,11,Certified,General,5284
8608,57658e13-d6f1-4320-8f2c-e5b9e850ad62,Doctor,1,Uncertified,Obstetrics,6805
8609,92efe88b-7916-423e-aae5-d356bd25e429,Doctor,9,Uncertified,Surgery,4192
8610,ce8d80e4-b50b-4e6d-9504-15c62baa4128,Doctor,24,Certified,Pediatrics,8591
8611,3925ac0a-7f7d-4c7c-9743-faf6a39d41fc,Doctor,34,Certified,Obstetrics,1964
8612,58f0c728-ebf6-47d4-bef5-33ce3914342b,Nurse,19,Certified,General,7930
8613,6893d5df-3b8e-4124-9d7e-f83985432556,Midwife,7,Uncertified,General,1303
8614,29897033-c293-437a-a9cd-84db80369f61,Midwife,23,Certified,Surgery,2616
8615,e0ea92ef-a0cf-4ae2-94ea-22a20c00207a,Midwife,5,Certified,General,6312
8616,9cfa9b4a-27ec-46b6-9b4e-b35655ad1993,Nurse,21,Certified,Surgery,4118
8617,7c8bcd14-b05a-4f1d-ad6c-60cdf4bb00b3,Nurse,35,Uncertified,Pediatrics,6131
8618,5e3663c2-8d93-4ca5-ab1f-ef8e9dc3d2a3,Doctor,17,Certified,Obstetrics,2938
8619,2cf9b230-676f-4928-89aa-286dffd16bb4,Midwife,2,Uncertified,Surgery,9931
8620,f3fc4581-62a7-4423-97a8-6a1214d2405b,Midwife,28,Certified,General,6202
8621,0db4f7a0-a245-41e7-8239-9c4373a1872e,Doctor,5,Certified,Surgery,6356
8622,839fc54a-0b26-4728-aa04-56776ac494c2,Doctor,11,Certified,Surgery,7122
8623,d2cd66ea-1b13-45a8-b1ec-2acf230c1da7,Doctor,39,Certified,General,5618
8624,7501f85b-0286-4877-8490-61fb21f9dd6e,Nurse,8,Uncertified,Surgery,8989
8625,60a34c4b-a80b-43ec-8669-1549d6fb1c44,Midwife,12,Uncertified,Pediatrics,4695
8626,a2ffddf1-b812-4199-88d3-915f6ec5ee8c,Midwife,14,Certified,Pediatrics,9064
8627,d1328e84-aaf6-467b-967d-589ba2d9cd29,Doctor,3,Certified,General,6070
8628,d4005bbd-2701-403d-a38d-387b368cb553,Midwife,15,Certified,General,7156
8629,c1a08ac0-1dc3-4677-a0bc-09a09335ca85,Midwife,32,Uncertified,Pediatrics,5179
8630,b94798f2-e37d-4fd7-bec7-fa20b2347c81,Nurse,19,Certified,Surgery,2025
8631,da8ad382-a20b-4170-8b38-43fb552b85f0,Midwife,19,Uncertified,Surgery,5337
8632,45574625-3d64-416b-9ad8-f1a519b487d7,Doctor,7,Certified,Surgery,244
8633,60818478-9b11-43c8-ac8c-4bf3419c0127,Midwife,12,Uncertified,General,9945
8634,fa93ce63-b04d-4761-ab48-19a48ab1577b,Nurse,7,Uncertified,Pediatrics,341
8635,9478ba0b-d20a-4a33-a1c4-c708fbe5fc2b,Midwife,37,Certified,General,6135
8636,21f110f3-9703-4a74-86ed-4e3453836097,Nurse,36,Uncertified,Obstetrics,9432
8637,d7837d06-1526-4fbc-903c-4965d1e1b440,Midwife,23,Certified,General,4902
8638,823c69a2-4909-47c9-86d1-f4dbd3440ea3,Nurse,34,Certified,Obstetrics,2600
8639,97ee078b-ee2e-4bed-95e0-686bf0c480c1,Midwife,39,Certified,General,3458
8640,ab297730-4585-4e28-9b20-f42241af04a6,Doctor,2,Uncertified,Obstetrics,7211
8641,472b60f6-957d-49fe-b8b2-8b73e9549d88,Nurse,16,Certified,Obstetrics,546
8642,240b754e-706d-4644-9803-3771bc3bbb4b,Nurse,2,Uncertified,Pediatrics,1044
8643,d7b7620c-7758-49b9-8b74-48b85a0f9dc0,Nurse,36,Uncertified,Pediatrics,3841
8644,c377f0ef-e637-42ea-a8a1-6e75258febe4,Midwife,17,Certified,Surgery,9370
8645,402e49ce-7d4f-48a6-89f1-b5c10e18ad08,Midwife,39,Uncertified,Pediatrics,702
8646,fddb7a02-4e7f-4df4-9599-67b3c9713747,Midwife,29,Uncertified,Obstetrics,7506
8647,72a0f1ee-1b96-42f0-adcb-9787202403e7,Midwife,24,Uncertified,General,8360
8648,3b1e656c-6973-48ad-9c58-272bd62d9b65,Midwife,27,Uncertified,General,1011
8649,007c382b-9638-4dec-81d3-527091aa7826,Midwife,26,Certified,Obstetrics,6756
8650,625fd3fa-d035-4303-834c-176bf0fa56e3,Doctor,7,Certified,Pediatrics,6622
8651,489391d9-df7c-4eaa-99d4-01fd53580fef,Nurse,1,Certified,Obstetrics,5468
8652,6baf5c17-4e1f-40b7-8233-4f914d120d03,Midwife,15,Certified,General,6370
8653,7c285974-5cf4-4fb8-8d0b-f30fb19a9cbc,Midwife,9,Certified,Pediatrics,3610
8654,cc57ae4a-1176-4a1d-844d-c1894f38f23d,Doctor,38,Uncertified,Pediatrics,2527
8655,28f91b32-5175-4481-bd3f-02ee4adb4446,Midwife,13,Uncertified,Obstetrics,4109
8656,e32b62bc-b40c-4917-a277-2549512bc06a,Nurse,33,Certified,Obstetrics,8036
8657,88bd7fb0-82c4-4436-8196-c84382f96a0f,Nurse,30,Certified,General,5041
8658,4c492312-64d6-4f9e-8c16-3118aa9559cf,Midwife,17,Certified,General,635
8659,04658b84-dd55-42c2-9168-923d610006ee,Midwife,18,Certified,General,6919
8660,3ab5dc63-9c41-43b3-8f6d-2323e280df0b,Midwife,16,Uncertified,Pediatrics,7936
8661,3cfca8cd-4000-4588-865f-06d7e5232adb,Doctor,22,Uncertified,Pediatrics,304
8662,edaddac5-79c4-4ed5-950b-ff58fb300623,Midwife,11,Uncertified,Surgery,5091
8663,13919fb7-27be-433e-8b32-efbc8edffc0d,Midwife,15,Certified,General,3734
8664,191122b9-9890-4388-b06b-05a93cd30f3d,Doctor,27,Uncertified,General,1012
8665,b3f194f2-6fd6-4579-86e0-548e394b98f2,Doctor,8,Certified,Surgery,2593
8666,7fced75f-f2cc-49e4-9e11-79499bff4a6a,Nurse,4,Uncertified,Surgery,9380
8667,38028ccf-86e5-4896-82b8-d038571980f1,Midwife,32,Certified,General,4952
8668,7c21feb4-7cd8-4833-b6f3-a9f29d80cd2f,Midwife,20,Certified,Surgery,6040
8669,21ebf7fd-ffd9-4e32-a53c-c1257bd498d0,Nurse,38,Uncertified,Obstetrics,7035
8670,70f8f0c2-ff19-42a8-86f6-56e7bf9765b1,Doctor,30,Certified,Pediatrics,1067
8671,5caf4366-ffa6-4ce6-9f3a-34cebce148df,Doctor,7,Uncertified,Pediatrics,7675
8672,29c96736-26cf-465a-95fa-4e8b405913ab,Nurse,37,Certified,Surgery,2940
8673,fedb531f-2a06-4ad6-9d97-04fc41e406b9,Nurse,5,Certified,Obstetrics,4541
8674,fd0387a0-c336-42a4-b87f-1f37513d0069,Doctor,18,Uncertified,General,9732
8675,341caa81-b771-4bff-8062-4de5cbb7882c,Midwife,24,Certified,Pediatrics,5243
8676,35e781da-ad6a-4349-86ed-18f2da103739,Midwife,34,Certified,Obstetrics,9481
8677,2fa02e23-1912-4cbc-81dc-76114669f768,Doctor,1,Uncertified,General,3043
8678,2e3081ce-232f-400e-b98c-efa549b88721,Midwife,23,Uncertified,Pediatrics,4082
8679,db008757-dd6d-43eb-b983-1b333ac5e17d,Nurse,28,Uncertified,Surgery,2487
8680,0b273478-256f-4c39-a9eb-d6a7748f4304,Nurse,26,Uncertified,Obstetrics,3861
8681,119f707f-e9fb-4063-8c2a-6a2f71cddba6,Nurse,4,Uncertified,General,4647
8682,376ed1bf-5875-43b7-bba6-f9be99651c91,Doctor,34,Certified,General,9442
8683,f16632ee-0c9e-48b9-ba3d-ebf1d2b6a5d3,Doctor,30,Certified,Surgery,7760
8684,6dfa0c97-db1c-45b9-8d4d-1b5dacbf0a99,Midwife,16,Certified,Pediatrics,554
8685,9883c611-3c17-4a07-a944-12af3c782140,Midwife,18,Uncertified,Obstetrics,4572
8686,8e9a911d-9aa8-461d-acb7-6586eac2bf6c,Midwife,32,Uncertified,Pediatrics,1339
8687,e714cd55-8e37-458b-a083-ff49a9fea1b5,Nurse,37,Certified,Obstetrics,2838
8688,35b15604-74bf-490f-b021-22937d53a8bb,Midwife,13,Certified,Surgery,8006
8689,28c7db88-5f71-4df9-b4bf-393b39e29a6d,Midwife,17,Certified,Surgery,3044
8690,87ee2b8a-002a-4439-be02-f26b18d31006,Midwife,14,Uncertified,Surgery,8662
8691,306ebc01-8789-4a64-aa83-5cd5576aa70a,Nurse,1,Uncertified,Obstetrics,3806
8692,5d9eece8-75c5-4940-a3e1-7b99f7b8beb7,Midwife,39,Certified,Surgery,8023
8693,8bcb6bf9-edc9-4697-aeb0-d7e65b3b94bb,Nurse,39,Uncertified,Obstetrics,2797
8694,2de1b82e-c91b-4264-890c-8904e47dd05e,Nurse,19,Uncertified,Obstetrics,9401
8695,39f31f6c-f1b6-4d8d-aa41-3b76f826d7d2,Midwife,33,Uncertified,General,441
8696,8706d2bc-166d-4027-b28f-2b5d28bbe6fd,Midwife,12,Uncertified,Obstetrics,1116
8697,fce10a11-ccd3-48ad-87f9-43539a86ab58,Midwife,10,Certified,Obstetrics,4428
8698,e1077091-5e9b-4204-8410-462cc55bba63,Midwife,29,Uncertified,General,2060
8699,8e88ae2a-0f99-4e2c-ba2d-c158199fc57d,Nurse,27,Uncertified,Pediatrics,5104
8700,81e4f881-c3e5-4f5a-98bf-105885f839b6,Nurse,33,Uncertified,Surgery,1320
8701,94139184-b067-4682-b4b1-5243905d2920,Midwife,16,Certified,Obstetrics,5538
8702,ab02e549-b5c2-4587-b926-2d658411974f,Doctor,20,Certified,Surgery,9808
8703,e973eaf7-1f59-4253-871b-e6f417e46eb7,Midwife,14,Certified,Surgery,877
8704,9a05150a-f449-4a32-8c8b-cb711986a61a,Midwife,14,Certified,General,5336
8705,8fb567c4-2e6c-4fb7-8530-55259ecf9252,Nurse,14,Uncertified,Pediatrics,779
8706,e388d11f-d162-47e2-bf35-e6031ebf333b,Doctor,12,Uncertified,Pediatrics,1572
8707,4909fb24-3c32-4cd9-8f6e-e6c5b5f5aeea,Nurse,20,Uncertified,Obstetrics,4464
8708,0087a6e9-a47c-44bf-87af-e7572289020f,Midwife,6,Certified,Surgery,9453
8709,3352475d-3090-4a12-8155-3e7f6967aec0,Doctor,30,Certified,Surgery,6221
8710,bec5ec4f-9696-46c6-ab11-8799a874329c,Midwife,37,Uncertified,General,6945
8711,51b46eb2-fb65-49e0-a4a7-c8e3a7e9840e,Nurse,17,Uncertified,Pediatrics,164
8712,4f06eb02-cf8d-4e46-b025-a16e56e30cd2,Midwife,31,Certified,Pediatrics,1133
8713,9057b26d-48a6-4aca-b005-b234320a17c7,Nurse,21,Certified,Pediatrics,99
8714,194a5e83-b658-4077-b428-8600ad5c5f36,Midwife,6,Uncertified,General,1856
8715,20ab96a9-71df-4c8d-9885-adb1c4c6774f,Midwife,11,Certified,General,1259
8716,0ceca70a-4538-4113-8338-87bfa01d3239,Midwife,32,Certified,Obstetrics,9421
8717,90aad37d-df27-4ff2-acf3-ab85d4226871,Midwife,26,Certified,Obstetrics,8496
8718,2f6c2530-3738-4978-b185-6960accb7f1f,Midwife,4,Uncertified,General,3606
8719,c671ea03-46eb-46e2-a5f8-16784a81a32c,Doctor,9,Uncertified,Surgery,5849
8720,f89cfea0-a06b-4806-93f4-dd82322b65f7,Midwife,2,Uncertified,Obstetrics,6526
8721,082ce094-d960-4a70-961b-cb7cc5abf6c4,Midwife,26,Uncertified,Pediatrics,2267
