socioeconomic_key,employment_status,income_level,access_to_healthcare,education_level,insurance_coverage
7814,Employed,591.7438896969051,Poor,Tertiary,No
7815,Student,5078.011291635934,Poor,Secondary,No
7816,Employed,9298.709329772048,Good,Secondary,Yes
7817,Employed,8373.197407464359,Good,None,No
7818,Unemployed,1465.8300196881635,Good,None,Yes
7819,Student,1491.697286799581,Moderate,Secondary,No
7820,Unemployed,1044.9448126020168,Good,Secondary,No
7821,Employed,7895.266800649328,Moderate,Tertiary,Yes
7822,Student,3368.336657974156,Poor,Primary,No
7823,Employed,3400.279739848495,Good,None,Yes
7824,Unemployed,9258.940615878631,Moderate,None,No
7825,Student,6442.354229252819,Moderate,Primary,No
7826,Employed,9311.60422494878,Moderate,Secondary,No
7827,Student,2468.8042750394143,Moderate,None,No
7828,Student,7444.367961959356,Good,Primary,No
7829,Employed,1028.1774624366199,Good,Secondary,No
7830,Employed,6684.397767735794,Moderate,Secondary,Yes
7831,Unemployed,4368.225771090697,Good,Tertiary,Yes
7832,Student,413.1391366750963,Poor,None,No
7833,Employed,935.5045313926169,Moderate,Tertiary,Yes
7834,Student,9412.665471883862,Good,None,Yes
7835,Employed,7869.278514274876,Good,None,Yes
7836,Employed,8028.012705552697,Moderate,None,Yes
7837,Unemployed,418.21102544533335,Good,Tertiary,No
7838,Unemployed,7516.541856657101,Poor,Tertiary,No
7839,Unemployed,367.5955544910828,Good,Primary,No
7840,Employed,2916.986658431856,Moderate,None,Yes
7841,Employed,5028.896156301275,Moderate,Secondary,Yes
7842,Student,3982.96807832973,Good,Secondary,No
7843,Employed,1496.4075563662484,Moderate,Primary,No
7844,Student,9833.83465569189,Poor,Secondary,Yes
7845,Unemployed,630.500956146044,Poor,Tertiary,No
7846,Student,6866.2460805062365,Moderate,Tertiary,Yes
7847,Student,7931.4552357845505,Good,Tertiary,Yes
7848,Employed,2851.5245647165034,Good,Secondary,No
7849,Unemployed,4129.242894856512,Good,Tertiary,Yes
7850,Student,931.328859646051,Moderate,None,Yes
7851,Employed,3659.4328091272155,Poor,Secondary,No
7852,Student,3541.0874251316245,Poor,Primary,No
7853,Employed,395.77193403782377,Poor,Primary,Yes
7854,Unemployed,2713.7818233344306,Poor,Primary,No
7855,Employed,9283.457991415766,Moderate,Tertiary,No
7856,Unemployed,6801.184082365498,Good,None,No
7857,Employed,245.66496870060047,Good,Primary,No
7858,Student,5227.599191835484,Moderate,Secondary,Yes
7859,Student,3548.1096694362795,Good,None,Yes
7860,Unemployed,9849.205412455116,Good,Secondary,Yes
7861,Student,9491.576935188199,Good,Tertiary,Yes
7862,Unemployed,6896.452628655691,Poor,Tertiary,No
7863,Employed,281.8817725252303,Moderate,Secondary,No
7864,Employed,1556.3756316086833,Poor,Primary,No
7865,Unemployed,7621.954749493581,Poor,Tertiary,No
7866,Student,6056.988044799491,Poor,Primary,Yes
7867,Student,2406.010588009943,Good,Primary,Yes
7868,Employed,1171.0931630451687,Good,Primary,Yes
7869,Student,3725.974639296842,Poor,None,Yes
7870,Employed,8778.836638879646,Poor,Tertiary,Yes
7871,Student,5435.810283715825,Good,None,No
7872,Student,2987.568103698487,Moderate,Secondary,Yes
7873,Student,981.0564160948762,Good,Tertiary,No
7874,Student,1891.9676183894564,Moderate,Secondary,Yes
7875,Employed,4228.103133601813,Moderate,Primary,Yes
7876,Employed,7598.50419550033,Good,Tertiary,Yes
7877,Student,4902.478905918523,Good,None,Yes
7878,Student,4763.132742404664,Poor,Secondary,No
7879,Unemployed,2854.1765614554056,Poor,None,No
7880,Employed,2576.118372767291,Moderate,Tertiary,Yes
7881,Student,6750.947759231127,Good,Primary,No
7882,Unemployed,7167.461513805958,Poor,Secondary,Yes
7883,Employed,9621.017500910048,Good,Tertiary,No
7884,Employed,9005.555287496787,Moderate,Tertiary,Yes
7885,Employed,5897.804222132761,Moderate,Primary,No
7886,Student,6150.072468031953,Moderate,Secondary,No
7887,Student,3975.4635714926276,Moderate,Primary,No
7888,Student,9733.817397568982,Poor,Primary,No
7889,Student,9176.050400355776,Poor,Primary,Yes
7890,Student,518.8853513886245,Good,Secondary,No
7891,Employed,3783.981916168235,Good,Secondary,Yes
7892,Student,4070.8767863910925,Poor,Primary,Yes
7893,Unemployed,2765.133088019668,Good,Secondary,No
7894,Student,4463.460705580696,Poor,Secondary,Yes
7895,Unemployed,4562.477791081215,Good,Secondary,Yes
7896,Student,7791.364956854341,Poor,Secondary,Yes
7897,Employed,9111.992627113714,Poor,Primary,Yes
7898,Employed,5324.7868900769745,Poor,Tertiary,Yes
7899,Employed,2645.234668248808,Poor,None,Yes
7900,Employed,5404.940567430515,Moderate,Secondary,Yes
7901,Student,1861.5169022996724,Moderate,Tertiary,Yes
7902,Unemployed,3575.9549313075595,Poor,Secondary,Yes
7903,Unemployed,5397.175164395963,Poor,Secondary,No
7904,Employed,9522.254181344104,Poor,Tertiary,No
7905,Unemployed,4742.107129991151,Poor,Primary,No
7906,Unemployed,200.8087480606352,Moderate,None,No
7907,Unemployed,1190.480519114644,Poor,None,Yes
7908,Employed,4047.9742104619604,Poor,Secondary,No
7909,Student,1772.9334356057673,Poor,None,No
7910,Employed,3300.0159124390443,Good,Primary,No
7911,Employed,8724.353320405144,Good,Secondary,No
7912,Student,6915.656401589517,Moderate,Tertiary,No
7913,Unemployed,6395.819817779472,Good,Secondary,No
7914,Unemployed,3993.032670316221,Moderate,Primary,No
7915,Employed,7735.9502111987895,Poor,Primary,No
7916,Unemployed,9984.767789270742,Poor,None,No
7917,Employed,3398.562676284165,Poor,Primary,Yes
7918,Employed,6711.370968408088,Poor,Tertiary,No
7919,Unemployed,2098.8704945716117,Good,None,Yes
7920,Student,1075.1748267928622,Good,None,No
7921,Employed,9714.808123866349,Good,None,No
7922,Student,2117.3780038413142,Poor,Secondary,Yes
7923,Unemployed,1116.5766402237468,Poor,Primary,No
7924,Unemployed,4880.15162765242,Good,None,No
7925,Unemployed,6994.605619325097,Moderate,None,No
7926,Employed,104.04138953600435,Poor,Primary,Yes
7927,Student,4053.039801245246,Poor,Primary,No
7928,Student,4747.5696169830035,Good,None,Yes
7929,Student,4982.66974241386,Moderate,None,No
7930,Unemployed,4074.8030044318443,Poor,Primary,Yes
7931,Employed,1615.5867121781382,Poor,None,No
7932,Unemployed,7155.682636608092,Poor,None,Yes
7933,Unemployed,6410.937293166042,Moderate,Secondary,Yes
7934,Employed,426.7518213560044,Moderate,Secondary,Yes
7935,Employed,6068.068152266934,Good,Secondary,Yes
7936,Unemployed,7552.513639135604,Poor,Secondary,Yes
7937,Employed,1347.4002847096779,Poor,Secondary,Yes
7938,Student,7650.769137057334,Moderate,Secondary,No
7939,Student,2672.6162732388475,Poor,Tertiary,No
7940,Employed,6809.491314538061,Poor,Tertiary,Yes
7941,Employed,6724.755617214672,Good,Tertiary,Yes
7942,Student,5700.344368160369,Good,Secondary,Yes
7943,Student,2305.11078596766,Moderate,Primary,Yes
7944,Employed,2813.620068857469,Moderate,Primary,No
7945,Unemployed,4781.339943763619,Poor,None,No
7946,Student,362.4593685065383,Poor,Tertiary,Yes
7947,Student,4224.028516501647,Moderate,Tertiary,No
7948,Unemployed,6965.052049993004,Moderate,Primary,No
7949,Student,122.84879415546959,Good,Primary,No
7950,Employed,7415.208644994427,Moderate,Secondary,Yes
7951,Unemployed,4367.25125522422,Poor,None,No
7952,Student,4920.253027517111,Moderate,Secondary,Yes
7953,Unemployed,2297.9657094395034,Good,Tertiary,No
7954,Student,4199.247451574304,Good,None,No
7955,Student,5108.6961165824805,Poor,Tertiary,No
7956,Employed,9789.899838412844,Moderate,Primary,Yes
7957,Unemployed,6233.014761706989,Moderate,None,Yes
7958,Unemployed,6342.403430895714,Good,Secondary,Yes
7959,Student,9969.904795945042,Moderate,Secondary,No
7960,Unemployed,456.63764242584557,Moderate,Tertiary,No
7961,Unemployed,8725.54068831193,Good,Tertiary,No
7962,Unemployed,7930.446871056061,Good,None,No
7963,Employed,567.0459984381125,Good,Secondary,No
7964,Student,4476.742408543244,Moderate,Secondary,Yes
7965,Unemployed,5221.418028073276,Poor,Tertiary,Yes
7966,Employed,424.95821228962654,Poor,Tertiary,Yes
7967,Unemployed,4535.556499552259,Poor,None,Yes
7968,Employed,8815.319621513705,Good,Primary,No
7969,Employed,380.7872260860337,Moderate,Primary,Yes
7970,Student,8298.212246176168,Moderate,Primary,No
7971,Student,8401.619627648282,Moderate,None,Yes
7972,Unemployed,127.67279976804801,Poor,None,Yes
7973,Student,9099.526729009067,Poor,None,Yes
7974,Unemployed,7183.261879133921,Poor,Secondary,Yes
7975,Unemployed,9405.784803219878,Poor,Secondary,Yes
7976,Unemployed,9298.37936768528,Good,None,Yes
7977,Employed,2558.168082958352,Moderate,Secondary,Yes
7978,Unemployed,5224.41893715528,Good,None,No
7979,Employed,4944.273004251869,Good,Secondary,Yes
7980,Student,7120.3833733985675,Poor,Primary,Yes
7981,Student,5860.620703409927,Moderate,None,No
7982,Student,9643.52564182273,Good,None,No
7983,Employed,5095.796296893093,Good,Tertiary,No
7984,Student,3798.5782696384103,Good,None,Yes
7985,Student,9921.766383380631,Poor,Primary,No
7986,Student,5978.800919125474,Moderate,Primary,Yes
7987,Student,4153.234703130287,Moderate,Primary,No
7988,Employed,3602.4288271961736,Good,Primary,Yes
7989,Employed,7105.361365893641,Moderate,None,No
7990,Student,8903.066915373125,Poor,Secondary,Yes
7991,Unemployed,1851.05045256085,Poor,Primary,Yes
7992,Employed,3788.3513777852536,Good,Primary,No
7993,Employed,749.0561830173843,Moderate,Primary,No
7994,Student,2814.121338974382,Poor,Tertiary,Yes
7995,Employed,9183.584605464755,Poor,Primary,No
7996,Employed,6486.195961776098,Good,Primary,No
7997,Student,9129.596004024155,Poor,Secondary,Yes
7998,Employed,5616.57900128754,Moderate,None,Yes
7999,Unemployed,9872.938882053086,Moderate,Primary,Yes
8000,Student,6392.998346251669,Poor,Tertiary,No
8001,Student,7239.276325306113,Moderate,None,Yes
8002,Employed,8645.369160966458,Good,Primary,No
8003,Unemployed,3610.4634039770017,Poor,Primary,Yes
8004,Unemployed,3033.3979092082095,Good,Tertiary,No
8005,Employed,1812.5464732950359,Good,Primary,No
8006,Student,7093.290972541321,Poor,Primary,Yes
8007,Unemployed,8203.721919735883,Moderate,Secondary,Yes
8008,Unemployed,3949.223076061876,Poor,Primary,No
8009,Student,108.9492602646566,Good,Secondary,No
8010,Unemployed,9088.201081652996,Poor,Tertiary,Yes
8011,Student,7261.952814306564,Moderate,None,Yes
8012,Employed,8868.329545213612,Poor,Secondary,Yes
8013,Employed,8788.310882628442,Good,None,Yes
8014,Employed,4966.057542858714,Poor,Primary,Yes
8015,Student,7572.1237637200065,Poor,Secondary,Yes
8016,Employed,8493.177545714601,Moderate,Secondary,Yes
8017,Employed,533.623774977819,Poor,Secondary,No
8018,Student,8136.677672351234,Poor,Primary,Yes
8019,Student,5053.505620721862,Moderate,Tertiary,No
8020,Unemployed,3619.6013555480063,Good,Secondary,No
8021,Student,1796.331100328961,Good,Tertiary,Yes
8022,Unemployed,2329.0911781608593,Poor,Primary,Yes
8023,Employed,7977.819510903869,Poor,Primary,Yes
8024,Employed,8653.098655111438,Moderate,Tertiary,Yes
8025,Unemployed,9634.218197233698,Poor,None,No
8026,Student,1550.5819391252328,Poor,Tertiary,Yes
8027,Unemployed,5202.035121434077,Moderate,Secondary,No
8028,Employed,9179.863315242977,Good,Tertiary,Yes
8029,Student,2281.228847134194,Moderate,None,No
8030,Unemployed,2497.871007611519,Moderate,None,Yes
8031,Unemployed,5472.518457785638,Poor,Secondary,Yes
8032,Student,5752.150260134046,Moderate,Tertiary,Yes
8033,Employed,1999.0113087000243,Good,None,Yes
8034,Unemployed,5239.054948109762,Moderate,Primary,No
8035,Student,9124.846804967538,Moderate,Primary,No
8036,Student,5881.522893780011,Good,Secondary,Yes
8037,Employed,7873.472704760525,Good,Tertiary,No
8038,Employed,7765.170179366961,Poor,Tertiary,Yes
8039,Student,3917.738665561066,Moderate,Secondary,Yes
8040,Student,7900.793403713509,Moderate,Secondary,No
8041,Unemployed,8303.312039347813,Good,None,Yes
8042,Unemployed,4299.582377029641,Moderate,Primary,Yes
8043,Unemployed,7884.799190354178,Poor,Tertiary,No
8044,Student,9934.199916187914,Poor,Secondary,No
8045,Unemployed,6341.12140858819,Poor,None,Yes
8046,Student,2563.8170371740966,Moderate,Tertiary,Yes
8047,Unemployed,8399.11207000075,Good,Primary,Yes
8048,Employed,1287.6778096669807,Poor,Primary,No
8049,Unemployed,5054.052060171939,Good,Primary,No
8050,Employed,8988.56791077116,Moderate,Tertiary,No
8051,Unemployed,6516.12779075941,Good,Primary,Yes
8052,Student,9723.83301896143,Poor,Primary,No
8053,Unemployed,3988.1889089323245,Poor,Secondary,Yes
8054,Employed,5323.2032987676575,Poor,Secondary,Yes
8055,Unemployed,3708.284422943397,Poor,Tertiary,No
8056,Employed,6573.649370983394,Good,Secondary,No
8057,Employed,3110.663905007988,Poor,Secondary,Yes
8058,Student,2784.943298291056,Poor,None,Yes
8059,Employed,7419.251647119713,Poor,None,No
8060,Student,9757.700237108791,Good,Primary,No
8061,Student,1794.2166736368436,Good,None,No
8062,Student,8746.215220664464,Good,Tertiary,No
8063,Unemployed,9370.75360147288,Good,Secondary,Yes
8064,Employed,7717.493404230075,Moderate,Secondary,No
8065,Unemployed,4002.1466950825725,Good,Secondary,Yes
8066,Unemployed,717.196912419583,Good,Tertiary,No
8067,Employed,397.56864975491095,Poor,None,No
8068,Student,5996.035737810997,Moderate,Tertiary,No
8069,Unemployed,7902.824763849693,Moderate,None,Yes
8070,Employed,3117.3242504130812,Moderate,None,Yes
8071,Student,4505.372801526245,Good,Secondary,No
8072,Unemployed,2581.7355893595727,Poor,Tertiary,No
8073,Unemployed,8141.546664832742,Moderate,Secondary,Yes
8074,Unemployed,8017.599552827518,Poor,Secondary,Yes
8075,Employed,7363.623398204606,Moderate,Primary,Yes
8076,Student,8477.79678618841,Poor,Tertiary,Yes
8077,Employed,1635.6173893619791,Moderate,Secondary,No
8078,Unemployed,4514.812792007083,Poor,Primary,Yes
8079,Student,8175.751755709934,Poor,Secondary,No
8080,Unemployed,9563.769983002972,Poor,Tertiary,No
8081,Unemployed,8076.8829484195885,Moderate,Primary,No
8082,Student,8945.984612526438,Moderate,None,No
8083,Unemployed,292.78829902313555,Poor,None,No
8084,Employed,7603.176503398832,Moderate,None,No
8085,Employed,1494.7808157723703,Moderate,Tertiary,No
8086,Employed,7461.447534828986,Good,None,Yes
8087,Unemployed,810.2530338934007,Poor,Tertiary,Yes
8088,Unemployed,3021.18904831325,Good,Primary,No
8089,Unemployed,6859.7312154707815,Moderate,None,Yes
8090,Student,2017.1466599777953,Moderate,Tertiary,No
8091,Student,7868.327223289982,Moderate,Tertiary,No
8092,Employed,980.0296729611953,Poor,Secondary,No
8093,Unemployed,8301.813702845911,Moderate,Tertiary,No
8094,Student,5743.013151178153,Good,None,Yes
8095,Student,283.7371105407501,Poor,None,No
8096,Unemployed,2612.5540258055657,Moderate,None,Yes
8097,Student,4876.232323444878,Moderate,Primary,No
8098,Student,6462.600330465427,Good,None,Yes
8099,Student,6770.6737087979,Good,Tertiary,Yes
8100,Student,8960.432949638762,Poor,Secondary,Yes
8101,Employed,4437.6694384719995,Poor,Secondary,No
8102,Unemployed,224.38630706912235,Good,None,Yes
8103,Employed,2741.6193758373215,Poor,None,No
8104,Employed,1020.8311371926061,Good,Primary,No
8105,Employed,8399.121258633777,Moderate,Primary,No
8106,Unemployed,1584.8326517218668,Poor,Tertiary,Yes
8107,Student,3646.9416878312913,Poor,None,No
8108,Unemployed,1538.716616266701,Poor,None,No
8109,Employed,5213.4520022211245,Moderate,Tertiary,Yes
8110,Student,2036.7678993050047,Poor,Secondary,Yes
8111,Employed,7662.166516217571,Good,Primary,Yes
8112,Employed,4960.962347724136,Moderate,Secondary,No
8113,Student,5010.7237839676945,Moderate,Tertiary,Yes
8114,Employed,9517.109094463978,Poor,Secondary,Yes
8115,Unemployed,3280.215057043094,Good,None,Yes
8116,Employed,3869.2334383073508,Moderate,None,No
8117,Student,5960.400441483036,Good,Tertiary,No
8118,Student,3477.9464813687996,Good,None,No
8119,Employed,8306.665542385233,Poor,Primary,Yes
8120,Unemployed,5511.635318632409,Poor,Secondary,Yes
8121,Student,126.3351899656296,Poor,None,No
8122,Unemployed,3288.6624351021974,Poor,Tertiary,No
8123,Student,5040.988300423722,Poor,Primary,No
8124,Employed,7827.1924733129335,Good,Primary,Yes
8125,Unemployed,7432.239430597154,Good,Primary,No
8126,Unemployed,6734.607593471806,Poor,Tertiary,No
8127,Student,8356.061158213925,Moderate,Secondary,Yes
8128,Employed,2220.6673524604253,Poor,Tertiary,No
8129,Unemployed,4650.812078916082,Good,Primary,No
8130,Student,5452.837070968822,Good,Secondary,No
8131,Student,9738.16951970187,Poor,Primary,No
8132,Student,9765.36486300733,Good,Tertiary,Yes
8133,Student,5023.774667085209,Poor,None,No
8134,Employed,1506.7451339111713,Moderate,Tertiary,Yes
8135,Unemployed,8886.503647297111,Poor,None,No
8136,Employed,364.57795026599496,Poor,Secondary,Yes
8137,Employed,4573.963751426772,Poor,Primary,Yes
8138,Student,5032.660841906845,Good,Primary,Yes
8139,Unemployed,1555.1740017497896,Good,Tertiary,No
8140,Employed,3778.0904068970954,Moderate,Tertiary,Yes
8141,Unemployed,6749.542740288082,Moderate,Tertiary,No
8142,Unemployed,7015.488735032052,Good,Secondary,No
8143,Student,7809.368189694246,Moderate,Secondary,No
8144,Student,5776.19033724885,Poor,Primary,No
8145,Employed,3006.8226142528288,Moderate,None,No
8146,Student,221.67303511038074,Poor,Secondary,No
8147,Unemployed,6099.081591118448,Good,Secondary,Yes
8148,Employed,5674.710160455194,Good,Tertiary,No
8149,Unemployed,6374.790525160117,Good,Tertiary,No
8150,Employed,9314.254734310158,Moderate,Primary,No
8151,Student,2454.201899418172,Poor,Tertiary,No
8152,Student,7094.684490238121,Poor,Secondary,No
8153,Unemployed,2083.5878481413392,Good,Tertiary,Yes
8154,Unemployed,7880.084982564621,Moderate,Tertiary,No
8155,Employed,403.70145935775855,Poor,Secondary,Yes
8156,Unemployed,2762.834431920511,Good,Secondary,No
8157,Employed,2652.764029497321,Good,Secondary,Yes
8158,Unemployed,8503.19309064253,Good,Tertiary,Yes
8159,Student,5521.931521237388,Poor,None,No
8160,Unemployed,4192.64077001182,Moderate,Secondary,Yes
8161,Unemployed,2518.9435055835766,Poor,Primary,No
8162,Employed,3295.70909301315,Good,Primary,No
8163,Unemployed,7242.483573778783,Poor,None,Yes
8164,Student,8517.237799853947,Moderate,Tertiary,Yes
8165,Unemployed,1010.6389683210477,Moderate,None,Yes
8166,Unemployed,243.6833034250757,Good,Primary,No
8167,Unemployed,5535.825552698458,Moderate,Secondary,Yes
8168,Student,8393.02791638491,Good,Secondary,No
8169,Student,325.1557548977079,Moderate,Tertiary,Yes
8170,Employed,5828.11815347098,Poor,Tertiary,No
8171,Student,8165.302787255279,Poor,None,No
8172,Unemployed,1222.9051785795866,Poor,None,Yes
8173,Student,3683.495382007418,Good,Primary,Yes
8174,Student,1097.808301469845,Good,None,No
8175,Student,478.9144158616699,Good,Tertiary,No
8176,Employed,4991.2859638872515,Good,None,Yes
8177,Unemployed,6681.457796383206,Poor,None,Yes
8178,Unemployed,9232.298020392936,Poor,None,No
8179,Student,3154.775849973673,Poor,None,Yes
8180,Employed,2679.401080682226,Good,Primary,No
8181,Employed,6267.170993318676,Good,Secondary,Yes
8182,Student,9477.795365662047,Good,None,Yes
8183,Unemployed,1938.6161634091027,Good,Primary,No
8184,Unemployed,1274.63208733973,Moderate,Tertiary,No
8185,Unemployed,8448.633082564622,Poor,Tertiary,Yes
8186,Unemployed,1426.545429223924,Moderate,Secondary,No
8187,Employed,4407.983232007801,Poor,Primary,Yes
8188,Student,7835.8656252352175,Good,None,Yes
8189,Student,3815.0166343406463,Good,Tertiary,Yes
8190,Unemployed,6529.846668380818,Moderate,Tertiary,Yes
8191,Student,7948.877507888397,Good,Tertiary,Yes
8192,Employed,5444.478038282998,Poor,Primary,Yes
8193,Unemployed,2080.917755847615,Moderate,Tertiary,No
8194,Unemployed,2330.414951601991,Good,Primary,Yes
8195,Unemployed,9837.94071271748,Moderate,Primary,Yes
8196,Employed,8131.661421670979,Good,Primary,Yes
8197,Student,3261.7337406131264,Moderate,Secondary,No
8198,Unemployed,1865.1154253927725,Poor,Primary,Yes
8199,Unemployed,2883.071756004272,Moderate,Primary,No
8200,Unemployed,8228.450271314068,Moderate,None,Yes
8201,Unemployed,5994.68031428572,Moderate,None,No
8202,Employed,6935.423486131349,Moderate,None,No
8203,Employed,6599.7303369026795,Moderate,None,Yes
8204,Student,8561.835248101079,Moderate,Secondary,No
8205,Employed,9880.897856489128,Good,None,No
8206,Employed,6342.949135004641,Poor,Primary,No
8207,Employed,6086.198513733556,Good,None,Yes
8208,Employed,1210.529302430751,Moderate,None,No
8209,Employed,9223.073550477786,Moderate,None,Yes
8210,Student,720.5766903986416,Moderate,Secondary,Yes
8211,Unemployed,6808.775171378556,Moderate,Secondary,No
8212,Unemployed,7453.786867706497,Good,Secondary,Yes
8213,Employed,3389.042240549294,Good,Tertiary,No
8214,Student,1125.2035145185655,Moderate,Primary,No
8215,Student,4305.852439077166,Moderate,Tertiary,No
8216,Employed,2474.368902587421,Good,Secondary,Yes
8217,Student,5979.999019290943,Good,Tertiary,No
8218,Unemployed,445.49613558225985,Moderate,Secondary,Yes
8219,Employed,576.8026689806036,Good,None,No
8220,Unemployed,5770.871017792679,Good,Primary,No
8221,Unemployed,1467.3583718727566,Good,Primary,Yes
8222,Student,3657.168182962883,Poor,None,Yes
8223,Employed,8762.355601855803,Poor,Secondary,Yes
8224,Employed,344.62028442023643,Poor,Primary,Yes
8225,Student,1580.651441842426,Good,Secondary,No
8226,Student,9062.018546653238,Moderate,Secondary,Yes
8227,Student,3864.1753775763223,Poor,Primary,No
8228,Employed,3730.394248714374,Good,None,Yes
8229,Employed,5577.287082586615,Moderate,Secondary,Yes
8230,Unemployed,4451.10389417702,Moderate,Primary,Yes
8231,Student,7765.48960059663,Good,Tertiary,Yes
8232,Employed,2883.5498065250213,Good,None,No
8233,Unemployed,1596.9979514048014,Good,Secondary,Yes
8234,Unemployed,5591.007096825526,Poor,Primary,Yes
8235,Unemployed,4760.153772418191,Poor,None,No
8236,Unemployed,3659.337512106274,Poor,None,Yes
8237,Student,3838.86993098126,Poor,None,No
8238,Student,9112.207878491867,Good,Secondary,No
8239,Unemployed,7956.189921627935,Moderate,Primary,No
8240,Student,2079.8307234097206,Moderate,Primary,Yes
8241,Unemployed,4486.8999998865775,Moderate,Tertiary,No
8242,Employed,7557.032841330453,Poor,Primary,Yes
8243,Student,5236.32920292488,Moderate,Secondary,No
8244,Unemployed,9343.99981877702,Good,Tertiary,No
8245,Unemployed,7143.6941699283825,Good,Secondary,No
8246,Employed,1490.2284053744045,Poor,Tertiary,Yes
8247,Unemployed,4055.04597765698,Good,Secondary,No
8248,Unemployed,8585.89979834087,Good,None,No
8249,Employed,4069.9590524618066,Poor,Tertiary,No
8250,Employed,5145.629654516085,Good,Secondary,Yes
8251,Student,8169.809396124222,Moderate,Secondary,No
8252,Unemployed,298.79774192685034,Moderate,Primary,No
8253,Unemployed,869.0334133001987,Poor,Tertiary,Yes
8254,Student,2724.0370354296165,Poor,Tertiary,Yes
8255,Unemployed,7684.2878360961,Poor,Primary,Yes
8256,Employed,2833.7334173700924,Good,Primary,Yes
8257,Unemployed,4197.844207425595,Good,Secondary,Yes
8258,Unemployed,3506.1620371588897,Poor,None,No
8259,Student,8022.854755284126,Moderate,Secondary,No
8260,Student,6106.641159521397,Good,Secondary,No
8261,Employed,2251.7484908164165,Moderate,Secondary,No
8262,Employed,8844.923851693617,Poor,Tertiary,No
8263,Student,207.95531280335803,Poor,None,No
8264,Employed,4238.822617304558,Moderate,Secondary,Yes
8265,Employed,7985.880272327332,Moderate,Tertiary,No
8266,Employed,4654.011753723686,Good,Tertiary,Yes
8267,Employed,2884.770699586975,Moderate,Tertiary,No
8268,Employed,9194.314313054789,Moderate,Tertiary,Yes
8269,Employed,6714.065506707633,Poor,Primary,Yes
8270,Student,5463.572214509475,Good,Secondary,No
8271,Employed,9280.643018465295,Moderate,None,Yes
8272,Student,9099.496242233481,Moderate,None,No
8273,Student,3522.2847329774995,Moderate,Tertiary,No
8274,Student,3557.0702701683363,Poor,Secondary,Yes
8275,Employed,3011.0343357984384,Good,Tertiary,No
8276,Unemployed,2905.2129653632824,Good,Primary,Yes
8277,Unemployed,1520.0300777271134,Poor,None,Yes
8278,Student,6443.463211385622,Good,Tertiary,Yes
8279,Employed,3067.773033411457,Good,None,No
8280,Student,4536.905729994776,Good,Tertiary,No
8281,Student,4818.657855845236,Poor,Primary,No
8282,Employed,6731.8701713002765,Good,Secondary,Yes
8283,Unemployed,8268.45599683079,Poor,Primary,No
8284,Employed,9692.794082519717,Poor,None,No
8285,Student,4448.819404632874,Good,Primary,No
8286,Student,8552.92141178445,Poor,Tertiary,No
8287,Employed,5377.032476608602,Moderate,None,No
8288,Unemployed,9349.815786469853,Good,None,Yes
8289,Unemployed,7625.888580958853,Good,Primary,No
8290,Student,6889.687368147194,Poor,Tertiary,No
8291,Student,4235.311447795899,Moderate,Secondary,Yes
8292,Student,3105.556012606865,Poor,None,No
8293,Unemployed,8088.254987542213,Poor,Secondary,No
8294,Student,5848.487101363068,Poor,Tertiary,Yes
8295,Student,873.804249672433,Moderate,Tertiary,No
8296,Student,4407.472844242963,Good,Tertiary,Yes
8297,Student,1536.0633363936606,Poor,Secondary,No
8298,Student,373.0515764467236,Poor,Secondary,Yes
8299,Student,9922.422359832486,Poor,Secondary,Yes
8300,Student,5469.3356866027225,Moderate,None,No
8301,Employed,8142.745369336371,Good,Tertiary,Yes
8302,Student,4558.062944394101,Moderate,Tertiary,Yes
8303,Student,6388.134431455714,Good,Secondary,No
8304,Employed,9904.713648523044,Good,Primary,No
8305,Student,6580.105193133649,Poor,Primary,No
8306,Student,1711.1235819716544,Good,Tertiary,Yes
8307,Unemployed,7887.016897546516,Moderate,Primary,Yes
8308,Unemployed,9300.558091546354,Good,None,Yes
8309,Unemployed,3290.904294683978,Moderate,Primary,Yes
8310,Unemployed,2313.646958145264,Moderate,Secondary,Yes
8311,Student,2721.3030477794,Moderate,Primary,Yes
8312,Student,1753.0421850309808,Moderate,Secondary,Yes
8313,Unemployed,2195.0589026639923,Moderate,None,Yes
8314,Student,6916.024916622077,Moderate,None,Yes
8315,Student,3745.6751111322055,Moderate,None,Yes
8316,Unemployed,8873.528274267386,Good,None,No
8317,Student,3650.596137097859,Good,Tertiary,Yes
8318,Employed,9190.891305080075,Poor,Tertiary,No
8319,Student,1418.2147266296906,Moderate,None,Yes
8320,Employed,434.66937228852623,Good,None,No
8321,Unemployed,7851.354090082298,Moderate,Primary,Yes
8322,Student,7700.1280460038815,Poor,None,Yes
8323,Unemployed,7011.140031685825,Poor,Secondary,No
8324,Unemployed,4272.17296964168,Poor,Primary,No
8325,Unemployed,2076.869957264701,Moderate,Secondary,No
8326,Unemployed,2379.531895010315,Good,Primary,No
8327,Employed,8030.668690252971,Good,Secondary,Yes
8328,Unemployed,9416.997226573523,Poor,Tertiary,Yes
8329,Unemployed,9517.83632204123,Poor,Secondary,Yes
8330,Unemployed,3807.393636459169,Moderate,Secondary,No
8331,Unemployed,6555.348775799833,Good,Secondary,Yes
8332,Employed,3147.678330213165,Moderate,Primary,No
8333,Student,8545.876691810994,Good,Secondary,Yes
8334,Unemployed,5966.7384104027515,Good,Primary,Yes
