facility_key,facility_name,facility_type,number_of_beds,number_of_nurses,number_of_doctors,distance_to_community,facility_location_key
7972,Lewis PLC,Hospital,300,58,30,22.526174958147248,9362
7973,Burns Group,Clinic,186,13,48,8.829017958336577,7886
7974,Munoz Inc,Maternity Home,163,21,43,6.664637219492262,1574
7975,Lucas and Sons,Maternity Home,357,31,4,23.883283667137096,8512
7976,"Perkins, Peterson and Garcia",Hospital,312,41,43,22.564408489978632,7197
7977,Lopez LLC,Clinic,482,26,40,26.47495106440499,8563
7978,Baldwin-Rhodes,Clinic,291,76,16,17.336868940466136,7178
7979,"Vasquez, Palmer and Richardson",Clinic,166,71,40,26.911766033285446,1809
7980,"Parker, Acosta and Riley",Hospital,267,42,41,0.8917030873608742,7101
7981,"Cain, Thomas and Smith",Hospital,221,76,46,7.686103944901282,6228
7982,Acosta-Madden,Hospital,404,48,8,24.15319052705498,1617
7983,Paul Inc,Hospital,410,95,24,12.767379979260975,4679
7984,Curtis-Harrison,Clinic,488,40,16,7.257732742742048,4979
7985,"Tate, Mitchell and Bennett",Maternity Home,185,29,27,23.904558329411923,3901
7986,Gross-Massey,Maternity Home,95,99,2,24.685804890613056,871
7987,Smith-Singh,Clinic,21,46,20,13.742071752339369,300
7988,"Phillips, Sherman and Gonzalez",Hospital,129,17,20,14.05114697678428,2270
7989,"Lyons, Garcia and Miller",Clinic,264,60,20,23.449993402573753,9126
7990,Dickson-Patterson,Clinic,449,83,19,23.16279587160485,4329
7991,Dawson-Morgan,Clinic,382,55,18,26.01026172286643,2226
7992,Thompson-Ruiz,Hospital,359,54,13,19.401424989390925,74
7993,Jones-Johnson,Maternity Home,493,81,17,5.658154645070017,7456
7994,"Moore, Miller and Graves",Hospital,218,56,33,16.53641282889071,7033
7995,Woods-Brown,Maternity Home,243,37,28,11.533301404826226,1370
7996,"Jones, Griffith and Brown",Maternity Home,184,99,5,0.9084695375470287,1456
7997,Sanchez Ltd,Hospital,423,29,28,5.975435575983862,2266
7998,Myers Ltd,Maternity Home,176,62,25,6.246786851494047,7710
7999,"Frazier, Ramos and Hughes",Clinic,147,44,20,2.5618607772777726,9993
8000,Chen-Harris,Hospital,321,91,21,13.654255992494855,6764
8001,Taylor and Sons,Maternity Home,248,42,13,15.290249229985852,2849
8002,"Tucker, Ryan and Willis",Maternity Home,236,7,6,10.266353333096742,8474
8003,Melton Group,Maternity Home,176,20,29,12.429540846972582,714
8004,"Black, Mitchell and Hunt",Clinic,281,6,42,16.52981655418851,7466
8005,Walker-Jimenez,Hospital,81,27,9,3.702456208604087,7207
8006,Mitchell and Sons,Maternity Home,307,34,29,16.912211093236188,5437
8007,"Collins, Smith and Johnson",Maternity Home,335,14,38,21.32675720030672,7928
8008,"Sanchez, Greer and Mejia",Clinic,53,69,1,26.255383649683317,9130
8009,Hudson PLC,Clinic,441,26,30,9.117053862976045,816
8010,"Velez, Hernandez and Sanchez",Hospital,252,56,32,22.447542912298413,1776
8011,"Jones, Thomas and Kim",Clinic,287,60,23,18.220023224119533,7329
8012,"Hopkins, Shaw and James",Clinic,291,37,39,15.133691052691232,9371
8013,"Clark, Arellano and Fischer",Maternity Home,432,93,10,27.594710825257344,5277
8014,"Reeves, Garcia and Hopkins",Clinic,36,90,44,18.63820118559892,3794
8015,Solis Group,Clinic,162,84,21,11.04547571776393,2915
8016,Peterson-Jones,Maternity Home,22,34,26,21.41669454825524,7791
8017,Woodard-Calhoun,Maternity Home,385,86,15,28.80032189713561,9994
8018,Williams Inc,Hospital,67,28,17,27.55353349618084,6506
8019,Contreras-Johnson,Hospital,132,9,35,29.410067338913,4573
8020,Lara-Martin,Hospital,20,57,25,2.942994545293102,1168
8021,Long-White,Maternity Home,167,59,15,13.358966595228903,8449
8022,Glenn-Mcdowell,Clinic,450,27,33,13.037409800182258,7506
8023,Brown-Thomas,Clinic,255,95,11,11.575965874535806,2436
8024,Holder LLC,Hospital,141,80,24,5.436878189335837,1749
8025,Walker-Morton,Maternity Home,322,14,6,24.982750579656557,8324
8026,Burns LLC,Maternity Home,299,37,28,20.225054077103902,2675
8027,"Myers, Arias and Cruz",Clinic,183,84,29,18.219113517869285,2452
8028,Madden-Green,Maternity Home,233,97,48,13.46090771276624,4415
8029,Dixon-Chapman,Clinic,375,66,21,11.716807810340477,8995
8030,Martin PLC,Maternity Home,398,86,12,23.615221134869376,9005
8031,Erickson-Rivas,Hospital,184,31,22,15.852369274350949,4760
8032,Parker Ltd,Clinic,400,11,27,18.26879304469499,8690
8033,Edwards Group,Hospital,76,31,21,3.090096141106466,6044
8034,"Anderson, Bradley and Murphy",Hospital,322,78,15,14.197357374600163,2553
8035,"Mcfarland, Trevino and Thomas",Maternity Home,391,14,18,3.996418985686421,8344
8036,"Brown, Fisher and Martinez",Hospital,87,79,10,1.709627610535394,3284
8037,Liu-Dawson,Hospital,383,61,22,20.70992103388076,6424
8038,Harper and Sons,Maternity Home,399,34,44,8.316930608806306,9542
8039,"Flores, Johnson and Alexander",Maternity Home,140,7,20,28.95510265488967,1126
8040,Scott LLC,Hospital,222,33,19,18.204415228861397,6527
8041,Jones PLC,Maternity Home,113,18,28,19.390344743100446,1398
8042,Turner Ltd,Hospital,382,81,37,5.985004558207668,2813
8043,Santana-Lopez,Hospital,411,87,44,3.95359830965843,281
8044,Carter Group,Clinic,123,29,1,15.809714093678426,6624
8045,Pierce-Vincent,Hospital,398,14,34,27.77427692622378,7761
8046,"Barnett, Hale and Mitchell",Maternity Home,22,83,35,1.766778923789413,9669
8047,Compton-Sharp,Clinic,336,96,26,15.294334205208976,273
8048,Hodge-Taylor,Maternity Home,427,53,30,6.0414499242998785,7625
8049,Shields LLC,Maternity Home,158,42,12,23.48132416270145,7507
8050,"Rios, Stevens and Harris",Clinic,15,75,14,20.490267633483956,521
8051,"Carr, Anderson and Carter",Hospital,142,18,39,3.0064743929891202,1727
8052,"Becker, Arroyo and Mercer",Clinic,391,34,4,18.52848246809221,4200
8053,Schroeder and Sons,Maternity Home,66,44,12,29.509644308972813,9299
8054,Brewer-Gilmore,Hospital,75,16,24,15.891359868902708,5229
8055,"Brown, Bradley and Warner",Clinic,65,96,40,8.634921470331307,7288
8056,Brown-Nielsen,Maternity Home,136,18,31,4.648844040205741,9668
8057,Ross-Blair,Maternity Home,65,5,1,29.690303254435722,4998
8058,Foster Group,Clinic,492,72,37,16.958093885008374,5387
8059,"Robinson, Taylor and Roy",Clinic,396,53,1,11.303482170738267,9109
8060,"Simmons, Smith and Jones",Clinic,362,22,15,6.508024483719203,1983
8061,Ware and Sons,Hospital,273,40,13,28.51095656610304,6640
8062,Underwood Inc,Clinic,16,68,29,18.848158385065464,4313
8063,"Lowe, Carter and Hull",Maternity Home,39,32,45,1.824247828858137,5760
8064,Hughes LLC,Maternity Home,490,96,4,1.877453283505461,3922
8065,"Harris, Haney and Lewis",Clinic,442,36,15,28.189133939422714,8853
8066,Lowe-James,Maternity Home,55,76,44,21.331898257952012,3735
8067,"Jackson, Madden and Fernandez",Clinic,47,29,40,3.1925649577729662,7741
8068,Jimenez-Singh,Clinic,232,51,48,18.750386416809942,2046
8069,Terry Group,Clinic,115,24,12,12.641001390784018,670
8070,Christian Ltd,Clinic,326,37,25,23.682213095300845,6124
8071,"King, Lowery and Macdonald",Maternity Home,19,34,27,8.284011474925906,1646
8072,"Anderson, Hart and Wood",Clinic,181,41,6,11.547120842909468,9622
8073,Ramirez-Espinoza,Clinic,166,84,23,5.105000779884375,3442
8074,Wilson and Sons,Hospital,43,57,15,7.649454774886372,920
8075,Green LLC,Clinic,30,93,39,5.755670350945189,7383
8076,Odonnell and Sons,Maternity Home,116,78,5,0.8265718587593767,5427
8077,Williams-Delgado,Hospital,457,73,23,1.480368044185264,2113
8078,Jones LLC,Maternity Home,436,12,15,25.08516692672504,3952
8079,Myers-Alvarez,Hospital,477,5,25,24.133738720959133,412
8080,"Baldwin, Kline and May",Hospital,55,99,30,4.307598588164558,7420
8081,"Rich, Robinson and Warren",Hospital,486,11,44,20.070068060247856,5268
8082,"Ray, Todd and Moss",Hospital,371,66,43,22.394764411298805,3300
8083,Scott-Jones,Maternity Home,392,91,4,1.6331087425337276,2859
8084,Brown-Allen,Clinic,102,62,13,2.7474508772843182,9413
8085,Sullivan-English,Maternity Home,415,92,40,16.934229097746485,2751
8086,Jones-Lewis,Maternity Home,379,82,39,11.287099763436295,6315
8087,Lee-Walters,Hospital,174,91,23,21.011797897212148,754
8088,Hill Ltd,Maternity Home,60,77,16,16.77488109988,1487
8089,Woods Group,Maternity Home,225,12,35,1.027546070408671,9633
8090,Bell-Williams,Hospital,329,68,16,20.54198848956241,3372
8091,Weber Inc,Maternity Home,150,12,48,6.197148095875596,5273
8092,Weeks PLC,Clinic,449,7,7,9.446735376074434,7459
8093,James-West,Clinic,264,62,45,22.118040861468504,2207
8094,Randall-Hayes,Clinic,133,36,13,23.16047667991973,2370
8095,Johnson-Hayden,Maternity Home,54,72,29,10.43985623418707,7166
8096,"Johnson, Oneal and Tyler",Clinic,344,53,39,2.7678930213562665,7347
8097,"Garcia, Merritt and Rose",Clinic,330,42,20,23.113217871472106,9964
8098,"Brewer, Harris and Miles",Hospital,408,6,29,26.11928458109785,3771
8099,Davis-Diaz,Maternity Home,24,13,18,28.93293312021413,7569
8100,Coleman-Lindsey,Maternity Home,178,50,22,9.603024643304565,1092
8101,Rodriguez-Carroll,Clinic,287,69,36,3.8031773483717823,8000
8102,Serrano-Cruz,Maternity Home,30,53,41,28.136052955074774,9603
8103,Riley-Marquez,Hospital,164,79,48,12.052994151509623,844
8104,Beck and Sons,Maternity Home,14,33,36,2.8966654911720653,6354
8105,Jones-Kane,Hospital,86,94,8,15.013550626111845,9855
8106,"Flores, Johnson and Montes",Clinic,260,95,3,5.79668341789353,878
8107,"Clark, Lopez and Kelly",Maternity Home,109,33,29,10.722832648240118,6101
8108,"Jones, Bailey and Murphy",Hospital,144,37,9,9.678473310841037,6513
8109,"Hernandez, Wood and Diaz",Hospital,206,32,8,29.619877336687306,5686
8110,Archer PLC,Hospital,348,99,30,19.22144613047521,3632
8111,"Watkins, Juarez and Martin",Maternity Home,28,87,12,14.804900146126238,1562
8112,Hughes Ltd,Maternity Home,377,30,46,15.461196810996828,5448
8113,Davis Ltd,Maternity Home,439,33,28,18.162251763159123,9304
8114,Rogers-Williams,Maternity Home,426,15,42,26.195360086621342,2155
8115,"Rivera, Olsen and Hickman",Clinic,50,89,49,4.4648703956774,204
8116,Kelley-Jacobs,Clinic,221,38,43,18.029027966207426,4677
8117,Smith and Sons,Maternity Home,396,90,10,9.733268836990389,6080
8118,Hernandez PLC,Clinic,59,52,13,17.184926043873574,864
8119,Harris-Santana,Clinic,82,31,2,15.580155265014238,3710
8120,White-Molina,Clinic,495,76,1,0.9950319885192053,6971
8121,Watkins-Shepherd,Clinic,163,44,22,17.51569234106635,8726
8122,Scott Inc,Clinic,348,35,33,21.305494512809755,5063
8123,"Watson, Rodgers and Brown",Hospital,276,69,16,7.455390078311454,8932
8124,Martinez-Holmes,Maternity Home,152,43,42,3.2953729266757525,4407
8125,Simmons-Donaldson,Hospital,42,28,29,6.428169241123179,2313
8126,Lara Group,Clinic,115,96,10,19.128744561164243,8566
8127,Pugh Inc,Maternity Home,19,72,39,14.116903875914298,2659
8128,"Moon, Bradshaw and Martinez",Maternity Home,82,86,7,25.972611381635883,4316
8129,"Kirby, Fowler and Cannon",Maternity Home,80,97,1,8.621153716706461,1501
8130,Peters Ltd,Clinic,422,27,26,11.01642778970877,520
8131,Clements Group,Clinic,332,65,45,15.888698655595784,363
8132,Bryant-Burgess,Hospital,279,31,5,13.85450377550229,1477
8133,Martinez PLC,Clinic,498,20,35,16.478062567493822,2013
8134,Taylor-Anderson,Maternity Home,201,49,13,9.431441388146542,3325
8135,"Castillo, Gordon and Price",Clinic,380,31,27,5.083465182716964,5856
8136,Deleon Inc,Clinic,223,77,12,24.11913790636702,8192
8137,Ramos Inc,Clinic,67,9,30,1.27492814187829,5264
8138,Jones and Sons,Hospital,365,63,32,11.154190787001971,531
8139,"Mathews, Taylor and Phillips",Hospital,465,76,31,2.7133162404294158,4148
8140,Burns-Beasley,Hospital,36,86,5,22.11621994652097,2703
8141,Bailey Ltd,Clinic,483,39,37,11.02884302358781,9770
8142,Allison-Holt,Clinic,237,74,2,0.9984861174185408,1632
8143,Duke-Davis,Clinic,114,91,38,2.3686732572220937,847
8144,"Flowers, Bowers and Berger",Clinic,169,50,7,6.038098611939018,7846
8145,Byrd PLC,Maternity Home,198,94,1,23.628774410873913,9088
8146,"Wells, Bennett and Mckinney",Maternity Home,11,60,3,23.99573331196233,9549
8147,Bailey-Ross,Clinic,436,28,20,29.89871540299254,1620
8148,Russell-Williams,Hospital,143,14,2,7.303606186125342,1871
8149,"Cummings, Gray and Bond",Hospital,463,83,42,1.907067885405807,2247
8150,Roberts LLC,Clinic,347,42,43,8.565611748044155,9655
8151,Smith Ltd,Maternity Home,291,88,21,5.44671792478613,2198
8152,Hernandez-Mayer,Hospital,432,97,45,21.3406011675704,6194
8153,Landry-Downs,Hospital,305,74,32,29.080287594426693,1364
8154,Fleming-Diaz,Maternity Home,460,52,48,8.263448301569095,3603
8155,Weber-Krueger,Clinic,60,13,20,9.926129175156948,9051
8156,Martinez Inc,Hospital,164,54,43,10.598373538325804,8970
8157,"Jones, Green and Riggs",Maternity Home,153,73,31,25.72291736721046,8242
8158,"Smith, Smith and Steele",Hospital,291,52,43,17.382763338003805,376
8159,Powers-Fisher,Maternity Home,261,43,33,29.221894243500792,23
8160,Cook Ltd,Hospital,465,87,24,18.85214901690922,2673
8161,"Wilson, Velez and Murphy",Clinic,143,9,18,21.205877896855757,1030
8162,"Park, Williams and Sanders",Hospital,353,88,20,2.7660994061327284,4376
8163,Barnes Inc,Hospital,328,15,32,28.555242651702773,393
8164,"Johnson, Morales and Castro",Hospital,296,64,5,18.878889073279478,3518
8165,"Clark, Green and Harrison",Clinic,339,31,2,15.653401736081074,9286
8166,Harper-Boyer,Clinic,191,97,26,11.6833731436789,9690
8167,Walker LLC,Hospital,327,11,25,2.4037953714320524,6125
8168,"Mason, Clark and Vasquez",Maternity Home,188,64,22,4.08707545459405,7502
8169,Greene Inc,Maternity Home,311,54,39,0.4496863880915948,8676
8170,Duncan-Kennedy,Clinic,417,71,22,29.96090529153884,4924
8171,Meyers Group,Hospital,473,73,11,23.610059710484848,8423
8172,Waller Ltd,Clinic,390,59,11,23.943813127939023,87
8173,"Glass, Mercer and Hughes",Clinic,266,81,45,21.92969812033956,4485
8174,Shelton-Allen,Hospital,419,20,4,14.5747706584783,1644
8175,Johnson and Sons,Clinic,314,16,33,2.7370960442561465,8911
8176,Dunlap Group,Hospital,348,31,18,2.2608443378342504,4833
8177,"Taylor, Sandoval and Henderson",Hospital,428,37,31,27.49958968586908,2230
8178,Osborne and Sons,Maternity Home,149,83,44,0.10940211342001353,2470
8179,Long-Cook,Clinic,265,89,28,21.003175481734463,6597
8180,"Valenzuela, Hinton and Jimenez",Hospital,6,85,42,18.894494624335284,2249
8181,Roberts Inc,Clinic,318,59,22,15.08663781978504,583
8182,Norris Ltd,Maternity Home,16,56,40,29.251022552412152,4120
8183,"Barrett, Smith and Myers",Hospital,265,41,3,6.0240378133635994,873
8184,Miller Ltd,Clinic,366,19,7,23.580064881142796,2384
8185,"Bennett, Smith and Miller",Clinic,448,88,20,20.27769183231154,8165
8186,Hansen LLC,Hospital,173,87,43,29.235510737211452,3722
8187,Clark-Thomas,Clinic,152,69,7,28.028747603151643,9685
8188,Morales Ltd,Hospital,204,72,7,3.9442812772866978,7317
8189,Blair Ltd,Maternity Home,389,7,29,9.30072227699578,6898
8190,"Swanson, Mcneil and Flores",Clinic,316,76,26,25.53892361654914,1095
8191,Kirk-Browning,Maternity Home,74,9,41,6.936949101994627,4008
8192,George-Farmer,Maternity Home,316,13,3,11.41833247622196,4488
8193,Cain Inc,Clinic,58,5,43,18.816319613085835,2296
8194,Brown Inc,Hospital,399,34,17,16.93112644094133,9321
8195,"Williams, Hoover and Chapman",Maternity Home,263,75,40,19.254136138211102,5172
8196,Tran PLC,Hospital,355,90,20,21.43329611667751,2306
8197,Acosta LLC,Clinic,32,24,34,21.890222713357144,5605
8198,"Coffey, Thompson and Schneider",Clinic,371,97,33,22.152972144974115,8598
8199,Rogers LLC,Maternity Home,367,31,16,29.751135723673023,1655
8200,Rogers PLC,Clinic,124,93,23,10.761959421761077,4982
8201,Weber Inc,Clinic,137,95,4,1.4211722153090072,9780
8202,"Singh, Williams and Baker",Hospital,384,67,41,10.530974229934253,6511
8203,Schultz Group,Clinic,94,79,40,27.356120276048944,3774
8204,Davis-Townsend,Clinic,20,85,33,2.593327680665472,4446
8205,Jackson-Hendricks,Hospital,291,35,8,19.44357229400128,6770
8206,Hunt Inc,Maternity Home,288,86,5,12.752526834875445,7874
8207,Mercer Ltd,Maternity Home,395,23,33,27.655027744553568,2103
8208,"Patterson, Jones and Farrell",Maternity Home,234,97,25,27.864340406455497,3853
8209,"Turner, Ellis and Terry",Clinic,141,83,7,23.57881300666172,8988
8210,Hammond-Bradford,Maternity Home,299,66,47,3.0457567157182353,2905
8211,Pruitt-Robinson,Hospital,231,11,7,0.8389772282007337,1454
8212,Johnson LLC,Maternity Home,431,41,33,4.1840427311849,9071
8213,"Kelley, Lewis and Chan",Maternity Home,31,75,41,9.722537507324708,8579
8214,Smith PLC,Hospital,336,90,33,7.318812590004515,2435
8215,Crawford-Harris,Clinic,121,80,29,11.155799187851185,9373
8216,Montgomery-Roberts,Clinic,93,12,44,4.378003078976244,4520
8217,Davis PLC,Clinic,111,61,39,22.599844158508034,787
8218,Burgess and Sons,Maternity Home,225,86,41,25.37436609643369,6804
8219,"Henderson, Hall and Lutz",Hospital,227,32,32,14.689781344555898,3220
8220,"Boyer, Holland and Todd",Clinic,126,86,37,28.700149771679847,7259
8221,Sullivan Group,Clinic,386,99,44,3.698299053061175,6700
8222,Mendoza-Delacruz,Clinic,358,21,29,3.2638354044958082,1774
8223,"Simpson, Sanders and Hurst",Hospital,37,91,22,6.091934619712732,2043
8224,"Schmidt, Cochran and Robinson",Maternity Home,95,15,2,29.459185444846185,9817
8225,Reynolds PLC,Clinic,188,19,9,12.55328457378993,7170
8226,"Estrada, Johnson and Chandler",Maternity Home,380,34,29,27.730763585627074,7609
8227,Koch-Casey,Maternity Home,262,99,33,6.140091650702405,9441
8228,Stevens Group,Maternity Home,402,10,10,25.398483888421353,4243
8229,Vargas and Sons,Clinic,17,16,28,9.369549255338818,1626
8230,Reynolds-Wallace,Maternity Home,28,91,46,22.058542185553314,1472
8231,"Robertson, Hudson and Watts",Clinic,329,65,46,29.236408317019844,5550
8232,Schneider-Miller,Clinic,38,40,39,27.997436855034948,1347
8233,Mayo-Nguyen,Maternity Home,251,39,12,24.956711026590682,9307
8234,Pierce Ltd,Maternity Home,347,71,22,1.6011629734976993,14
8235,"Lowe, Klein and Ponce",Maternity Home,23,96,6,18.27231946692947,9364
8236,Ford PLC,Maternity Home,34,83,45,25.07990085442864,1827
8237,"Allen, Stewart and Nichols",Maternity Home,53,81,40,12.03986503523846,8601
8238,Morris PLC,Clinic,431,67,23,21.962519663233987,5508
8239,Castillo-Hernandez,Maternity Home,404,87,34,4.229584056121285,4153
8240,Villegas-Huff,Clinic,184,44,42,5.385276656679813,2562
8241,Phillips-Dunn,Clinic,374,86,38,19.34691397262479,1903
8242,Barr LLC,Hospital,376,35,16,13.169619505110864,8597
8243,"Patel, Stewart and Glass",Hospital,492,41,10,6.625712538680232,7917
8244,"Pugh, Carter and Mejia",Hospital,230,89,47,8.557932279789975,5721
8245,Mcclain Group,Maternity Home,437,9,21,18.60566740579901,859
8246,Webb-Aguilar,Maternity Home,399,85,10,21.7885865047943,209
8247,"Jones, Morrow and Lawrence",Maternity Home,82,87,11,6.307663551662317,2191
8248,Dillon-Bell,Clinic,435,8,21,28.660300010685493,8110
8249,Ferguson Group,Clinic,211,30,25,0.34454333908123747,7795
8250,Wong LLC,Clinic,39,28,34,21.031861973373136,1823
8251,"Patterson, Brown and Pearson",Maternity Home,254,43,31,8.800919336314148,7742
8252,Smith PLC,Maternity Home,75,60,27,14.407586228523213,546
8253,Green PLC,Clinic,417,58,25,17.1384267037202,8996
8254,"Little, Mills and West",Hospital,368,42,42,16.889502854209358,1128
8255,Bailey-Ford,Clinic,314,58,32,23.310702954283958,6477
8256,Sims Ltd,Hospital,474,23,44,24.73254147669555,4093
8257,Schroeder PLC,Maternity Home,283,98,11,2.2931458556698368,247
8258,Smith Inc,Clinic,156,30,47,21.119966529971794,8657
8259,"Wiley, Morgan and Smith",Hospital,231,56,26,12.031819069250602,6445
8260,"Hunter, Houston and Johnson",Clinic,247,79,36,24.5758192087188,620
8261,Jackson-Webster,Clinic,14,65,37,18.305822098227054,1959
8262,Morales Ltd,Clinic,321,71,33,0.4060692955852795,6682
8263,"Cooper, Cowan and Martin",Clinic,396,26,33,20.027306082427334,9422
8264,Russell and Sons,Clinic,52,21,42,27.77873620160141,8549
8265,Walters Inc,Clinic,116,15,36,2.5845974051023575,2379
8266,Jackson-Williams,Clinic,208,43,13,14.8774987496693,3352
8267,Fowler-Smith,Hospital,481,65,14,18.81301984284556,885
8268,Burnett and Sons,Clinic,386,95,37,5.956320213941766,6586
8269,Curtis-Henderson,Maternity Home,161,53,43,19.55567739383584,9951
8270,Miles-Andrews,Hospital,347,97,40,1.5889739317075449,9650
8271,Allen-Landry,Hospital,30,65,1,27.179809852460956,6344
8272,"Reid, Gamble and Terry",Hospital,425,16,5,22.903350064416124,551
8273,Simpson-Casey,Hospital,484,17,30,28.23660162026453,8392
8274,Roman LLC,Maternity Home,312,62,18,12.610950074618938,9583
8275,Myers-Alvarado,Clinic,170,15,45,1.122694896442243,3743
8276,"Richardson, Russell and Waters",Maternity Home,253,68,37,10.311869223457204,1444
8277,Scott-Le,Clinic,266,35,39,15.52097133770191,4775
8278,"Leach, Mccormick and Cox",Clinic,268,15,12,28.08256906384158,8469
8279,King-Watson,Clinic,21,47,34,26.503687953661476,54
8280,Rivera-Jones,Clinic,80,40,45,17.8627465690411,164
8281,Rios-Kemp,Hospital,450,6,14,21.91959233909278,6799
8282,"Bates, Barnes and Pennington",Maternity Home,474,91,38,28.621558936890317,2790
8283,"Gonzalez, Adkins and Adams",Hospital,258,65,16,25.53268861460877,4518
8284,Buchanan PLC,Maternity Home,210,40,42,19.798699911626738,9446
8285,"Chase, Stanley and Mcintosh",Maternity Home,38,82,11,16.24764919198379,9522
8286,"Payne, Patterson and Moore",Maternity Home,151,53,33,14.333618780689601,9178
8287,Collier-Lewis,Clinic,330,31,15,22.722631454278325,5360
8288,Gallegos-Holmes,Clinic,342,16,48,24.282313154059707,5653
8289,Moore Ltd,Clinic,232,62,42,6.607555661012515,1081
8290,Kennedy-Warren,Clinic,122,97,10,14.273350880412373,8851
8291,Glass PLC,Maternity Home,169,10,3,23.157465413490623,5149
8292,Sanchez-Mejia,Maternity Home,42,48,11,20.30365419607892,2266
8293,"Ortiz, Brock and Hoffman",Maternity Home,403,51,11,17.78814694101575,4642
8294,"Calderon, King and Sanchez",Hospital,362,27,16,9.779423157744441,849
8295,"Jordan, Harper and Rogers",Hospital,300,78,38,18.3156388191203,8658
8296,"Johnson, Johnson and Ramsey",Maternity Home,141,80,30,18.403119684744734,4662
8297,Flores-Brown,Hospital,313,30,41,13.02975161206084,7712
8298,"Johnson, Thompson and Adams",Maternity Home,250,11,1,28.812961646637056,4600
8299,Martin-Carson,Hospital,202,36,38,19.62832936912846,5662
8300,Ellis LLC,Maternity Home,378,37,45,25.53584183463592,9567
8301,Hardin PLC,Hospital,70,86,34,3.9558495043364674,6112
8302,Bradley Ltd,Hospital,84,24,19,22.727709741731264,5516
8303,Griffin-Melendez,Clinic,56,99,34,18.095891783951917,9999
8304,Meadows-Richard,Maternity Home,133,73,36,9.317494809832377,8611
8305,"Edwards, Reid and Weeks",Hospital,418,56,4,4.177226932533722,1460
8306,"Fuller, Jennings and Allen",Clinic,384,46,10,11.451450598697821,4533
8307,Brown and Sons,Clinic,372,87,17,13.29717729964822,6030
8308,Hansen-Bell,Clinic,485,5,16,4.308803134558212,6290
8309,Johnson-Anderson,Maternity Home,5,67,21,20.136793927744918,2214
8310,"Fields, Evans and Cooper",Hospital,171,11,28,9.282578599321205,598
8311,"Lopez, Hart and Collins",Clinic,20,62,8,24.200579556142745,9382
8312,Perez-Brown,Hospital,149,90,29,19.48562844090502,5529
8313,Carlson-Ingram,Clinic,116,54,6,9.384022228276143,8638
8314,"Chambers, Hall and Walker",Clinic,372,38,30,10.86458646128557,4750
8315,Oliver-Wall,Maternity Home,106,55,2,28.270212092330123,47
8316,Lopez-Salinas,Clinic,86,14,47,28.44877366410572,9705
8317,"Bullock, Rodriguez and Allen",Clinic,410,30,31,12.609288062748641,7891
8318,Johnston-Hill,Hospital,474,36,25,20.407185369972343,1287
8319,Morales and Sons,Clinic,103,46,23,29.401168159514192,2702
8320,Montoya-Hernandez,Maternity Home,163,95,43,29.82213367941644,943
8321,Pittman-James,Maternity Home,44,66,21,2.256813348507198,2291
8322,Drake LLC,Hospital,159,16,16,16.64962423572135,904
8323,Holt PLC,Maternity Home,40,44,4,21.825855633692832,5453
8324,Crawford-Rice,Hospital,385,91,43,5.68729677031473,2660
8325,"Espinoza, Bell and Carter",Clinic,251,82,46,24.674960201162598,1132
8326,Green Group,Clinic,8,38,8,14.106784857305726,2369
8327,Yates Ltd,Hospital,378,85,6,14.982772530344398,6949
8328,Richards LLC,Clinic,457,74,27,8.302259062259132,3545
8329,Miller Ltd,Clinic,285,31,36,9.074413848032327,8659
8330,Cooper-Howard,Hospital,355,12,36,2.6167783392788575,4058
8331,"Robinson, Chavez and Johnson",Maternity Home,338,51,24,27.952328044430622,4851
8332,Taylor-Lopez,Maternity Home,418,85,6,11.51781672786799,4035
8333,Perry and Sons,Clinic,435,30,43,4.950677642722916,1136
8334,Ramos Group,Hospital,253,61,33,4.356405725097906,9671
8335,Cuevas and Sons,Hospital,16,11,2,12.281442318466251,4384
8336,Contreras Group,Hospital,287,92,41,19.0030161739469,5573
8337,Richmond-Ball,Maternity Home,433,93,16,23.355685410862264,8533
8338,"Jackson, Coleman and Andrade",Hospital,220,30,38,27.74568696480447,660
8339,Mullins Inc,Hospital,323,63,9,19.107491238297147,186
8340,"Scott, Wilson and Daugherty",Hospital,315,73,5,12.677786424796421,2077
8341,"Ramos, Moore and Lawrence",Clinic,418,51,10,12.716199233215162,1432
8342,Coleman and Sons,Clinic,86,39,30,17.27387115448035,747
8343,Munoz Group,Hospital,18,34,7,16.187422788194297,3835
8344,Smith and Sons,Hospital,60,54,29,19.260356756548894,8725
8345,"Harper, Dodson and Graham",Clinic,407,93,2,15.15197182626886,7057
8346,Everett-Collins,Hospital,346,28,20,1.8638264659724082,7260
8347,Joseph Ltd,Maternity Home,286,34,4,15.07177771909822,2976
8348,"Underwood, Fernandez and Hardin",Clinic,203,88,28,0.7737446524874426,6316
8349,Rocha Ltd,Maternity Home,352,58,8,5.500178113662611,4210
8350,"Barnes, Perez and Lara",Clinic,170,71,35,11.684087323739655,9314
8351,Farley and Sons,Clinic,457,36,2,16.584118205827014,7423
8352,Harrington-Carey,Maternity Home,296,12,41,5.626063558006587,3094
8353,"Gillespie, Schmidt and Johnson",Maternity Home,150,54,28,8.36138969786813,9337
8354,"Cooper, Walls and Sandoval",Maternity Home,445,51,11,11.288908736454337,8403
8355,"Hernandez, Thomas and Franklin",Hospital,82,91,36,5.996734598394012,3774
8356,Morales LLC,Maternity Home,116,50,9,29.963030606790934,2864
